Gene1,Gene2
Gene_75,Gene_471
Gene_75,Gene_474
Gene_75,Gene_475
Gene_75,Gene_477
Gene_75,Gene_480
Gene_75,Gene_481
Gene_75,Gene_482
Gene_75,Gene_485
Gene_75,Gene_486
Gene_75,Gene_487
Gene_75,Gene_489
Gene_75,Gene_491
Gene_75,Gene_492
Gene_75,Gene_493
Gene_75,Gene_495
Gene_75,Gene_496
Gene_75,Gene_498
Gene_75,Gene_500
Gene_75,Gene_501
Gene_75,Gene_505
Gene_75,Gene_506
Gene_75,Gene_509
Gene_75,Gene_511
Gene_75,Gene_512
Gene_75,Gene_514
Gene_75,Gene_515
Gene_75,Gene_516
Gene_75,Gene_519
Gene_75,Gene_522
Gene_75,Gene_523
Gene_75,Gene_524
Gene_75,Gene_525
Gene_75,Gene_526
Gene_75,Gene_527
Gene_75,Gene_528
Gene_75,Gene_529
Gene_75,Gene_530
Gene_75,Gene_531
Gene_75,Gene_532
Gene_75,Gene_533
Gene_75,Gene_536
Gene_75,Gene_537
Gene_75,Gene_538
Gene_75,Gene_539
Gene_75,Gene_540
Gene_75,Gene_541
Gene_75,Gene_544
Gene_75,Gene_547
Gene_75,Gene_549
Gene_75,Gene_553
Gene_75,Gene_555
Gene_75,Gene_558
Gene_75,Gene_559
Gene_75,Gene_561
Gene_75,Gene_562
Gene_75,Gene_568
Gene_75,Gene_569
Gene_75,Gene_572
Gene_75,Gene_575
Gene_75,Gene_576
Gene_75,Gene_577
Gene_75,Gene_579
Gene_75,Gene_581
Gene_75,Gene_583
Gene_75,Gene_585
Gene_75,Gene_587
Gene_75,Gene_588
Gene_75,Gene_589
Gene_75,Gene_590
Gene_75,Gene_591
Gene_75,Gene_592
Gene_75,Gene_594
Gene_75,Gene_595
Gene_75,Gene_597
Gene_75,Gene_601
Gene_75,Gene_602
Gene_75,Gene_604
Gene_75,Gene_606
Gene_75,Gene_608
Gene_75,Gene_610
Gene_75,Gene_612
Gene_75,Gene_614
Gene_75,Gene_615
Gene_75,Gene_616
Gene_75,Gene_617
Gene_75,Gene_618
Gene_75,Gene_619
Gene_75,Gene_621
Gene_75,Gene_623
Gene_75,Gene_624
Gene_75,Gene_625
Gene_75,Gene_627
Gene_75,Gene_628
Gene_75,Gene_629
Gene_75,Gene_630
Gene_75,Gene_631
Gene_75,Gene_632
Gene_75,Gene_634
Gene_75,Gene_635
Gene_75,Gene_637
Gene_75,Gene_638
Gene_75,Gene_639
Gene_75,Gene_640
Gene_75,Gene_642
Gene_75,Gene_643
Gene_75,Gene_644
Gene_75,Gene_647
Gene_75,Gene_649
Gene_75,Gene_651
Gene_75,Gene_652
Gene_75,Gene_653
Gene_75,Gene_655
Gene_75,Gene_656
Gene_75,Gene_658
Gene_75,Gene_659
Gene_75,Gene_661
Gene_75,Gene_662
Gene_75,Gene_665
Gene_75,Gene_666
Gene_75,Gene_669
Gene_75,Gene_670
Gene_75,Gene_671
Gene_75,Gene_672
Gene_75,Gene_673
Gene_75,Gene_675
Gene_75,Gene_676
Gene_75,Gene_677
Gene_75,Gene_678
Gene_75,Gene_679
Gene_75,Gene_681
Gene_75,Gene_683
Gene_75,Gene_685
Gene_75,Gene_686
Gene_75,Gene_688
Gene_75,Gene_691
Gene_75,Gene_692
Gene_75,Gene_694
Gene_75,Gene_696
Gene_75,Gene_697
Gene_75,Gene_698
Gene_75,Gene_699
Gene_75,Gene_700
Gene_75,Gene_701
Gene_75,Gene_703
Gene_75,Gene_706
Gene_75,Gene_707
Gene_75,Gene_708
Gene_75,Gene_710
Gene_75,Gene_711
Gene_75,Gene_712
Gene_75,Gene_713
Gene_75,Gene_714
Gene_75,Gene_715
Gene_75,Gene_716
Gene_75,Gene_717
Gene_75,Gene_720
Gene_75,Gene_723
Gene_75,Gene_724
Gene_75,Gene_727
Gene_75,Gene_728
Gene_75,Gene_729
Gene_75,Gene_731
Gene_75,Gene_737
Gene_75,Gene_738
Gene_75,Gene_740
Gene_75,Gene_741
Gene_75,Gene_742
Gene_75,Gene_743
Gene_75,Gene_744
Gene_75,Gene_747
Gene_75,Gene_748
Gene_75,Gene_749
Gene_75,Gene_750
Gene_75,Gene_751
Gene_75,Gene_754
Gene_75,Gene_755
Gene_75,Gene_756
Gene_75,Gene_757
Gene_75,Gene_759
Gene_75,Gene_761
Gene_75,Gene_764
Gene_75,Gene_765
Gene_75,Gene_766
Gene_75,Gene_767
Gene_75,Gene_768
Gene_75,Gene_769
Gene_75,Gene_770
Gene_75,Gene_773
Gene_75,Gene_774
Gene_75,Gene_776
Gene_75,Gene_778
Gene_75,Gene_779
Gene_75,Gene_780
Gene_75,Gene_784
Gene_75,Gene_785
Gene_75,Gene_788
Gene_75,Gene_789
Gene_75,Gene_790
Gene_75,Gene_791
Gene_75,Gene_792
Gene_75,Gene_794
Gene_75,Gene_795
Gene_75,Gene_796
Gene_75,Gene_797
Gene_75,Gene_798
Gene_75,Gene_799
Gene_75,Gene_800
Gene_75,Gene_803
Gene_75,Gene_807
Gene_75,Gene_810
Gene_75,Gene_811
Gene_75,Gene_814
Gene_75,Gene_816
Gene_75,Gene_818
Gene_75,Gene_820
Gene_75,Gene_821
Gene_75,Gene_822
Gene_75,Gene_825
Gene_75,Gene_826
Gene_75,Gene_827
Gene_75,Gene_832
Gene_75,Gene_835
Gene_75,Gene_837
Gene_75,Gene_841
Gene_75,Gene_843
Gene_75,Gene_844
Gene_75,Gene_845
Gene_75,Gene_846
Gene_75,Gene_847
Gene_75,Gene_849
Gene_75,Gene_850
Gene_75,Gene_851
Gene_75,Gene_853
Gene_75,Gene_854
Gene_75,Gene_855
Gene_75,Gene_856
Gene_75,Gene_857
Gene_75,Gene_858
Gene_75,Gene_861
Gene_75,Gene_864
Gene_75,Gene_868
Gene_75,Gene_870
Gene_75,Gene_874
Gene_75,Gene_875
Gene_75,Gene_876
Gene_75,Gene_877
Gene_75,Gene_878
Gene_75,Gene_879
Gene_75,Gene_880
Gene_75,Gene_881
Gene_75,Gene_882
Gene_75,Gene_885
Gene_75,Gene_886
Gene_75,Gene_887
Gene_75,Gene_888
Gene_75,Gene_891
Gene_75,Gene_892
Gene_75,Gene_893
Gene_75,Gene_894
Gene_75,Gene_895
Gene_75,Gene_896
Gene_75,Gene_897
Gene_75,Gene_899
Gene_75,Gene_900
Gene_75,Gene_901
Gene_75,Gene_902
Gene_75,Gene_904
Gene_75,Gene_907
Gene_75,Gene_909
Gene_75,Gene_912
Gene_75,Gene_916
Gene_75,Gene_917
Gene_75,Gene_918
Gene_75,Gene_920
Gene_75,Gene_922
Gene_75,Gene_925
Gene_75,Gene_926
Gene_75,Gene_927
Gene_75,Gene_929
Gene_75,Gene_930
Gene_75,Gene_931
Gene_75,Gene_933
Gene_75,Gene_935
Gene_75,Gene_936
Gene_75,Gene_937
Gene_75,Gene_940
Gene_75,Gene_941
Gene_75,Gene_942
Gene_75,Gene_943
Gene_75,Gene_944
Gene_75,Gene_945
Gene_75,Gene_946
Gene_75,Gene_947
Gene_75,Gene_948
Gene_75,Gene_949
Gene_75,Gene_950
Gene_75,Gene_952
Gene_75,Gene_955
Gene_75,Gene_956
Gene_75,Gene_958
Gene_75,Gene_961
Gene_75,Gene_962
Gene_75,Gene_963
Gene_75,Gene_964
Gene_75,Gene_966
Gene_75,Gene_967
Gene_75,Gene_968
Gene_75,Gene_971
Gene_75,Gene_972
Gene_75,Gene_974
Gene_75,Gene_984
Gene_75,Gene_985
Gene_75,Gene_987
Gene_75,Gene_988
Gene_75,Gene_989
Gene_75,Gene_990
Gene_75,Gene_991
Gene_75,Gene_994
Gene_75,Gene_996
Gene_75,Gene_998
Gene_75,Gene_999
Gene_81,Gene_0
Gene_81,Gene_1
Gene_81,Gene_2
Gene_81,Gene_3
Gene_81,Gene_5
Gene_81,Gene_6
Gene_81,Gene_11
Gene_81,Gene_13
Gene_81,Gene_14
Gene_81,Gene_16
Gene_81,Gene_17
Gene_81,Gene_18
Gene_81,Gene_21
Gene_81,Gene_22
Gene_81,Gene_23
Gene_81,Gene_26
Gene_81,Gene_27
Gene_81,Gene_28
Gene_81,Gene_29
Gene_81,Gene_30
Gene_81,Gene_31
Gene_81,Gene_32
Gene_81,Gene_33
Gene_81,Gene_34
Gene_81,Gene_35
Gene_81,Gene_36
Gene_81,Gene_38
Gene_81,Gene_39
Gene_81,Gene_40
Gene_81,Gene_41
Gene_81,Gene_42
Gene_81,Gene_44
Gene_81,Gene_46
Gene_81,Gene_47
Gene_81,Gene_48
Gene_81,Gene_49
Gene_81,Gene_50
Gene_81,Gene_52
Gene_81,Gene_54
Gene_81,Gene_55
Gene_81,Gene_56
Gene_81,Gene_57
Gene_81,Gene_58
Gene_81,Gene_59
Gene_81,Gene_60
Gene_81,Gene_61
Gene_81,Gene_64
Gene_81,Gene_65
Gene_81,Gene_66
Gene_81,Gene_67
Gene_81,Gene_69
Gene_81,Gene_70
Gene_81,Gene_71
Gene_81,Gene_72
Gene_81,Gene_73
Gene_81,Gene_75
Gene_81,Gene_78
Gene_81,Gene_79
Gene_81,Gene_80
Gene_81,Gene_81
Gene_81,Gene_82
Gene_81,Gene_83
Gene_81,Gene_84
Gene_81,Gene_85
Gene_81,Gene_86
Gene_81,Gene_89
Gene_81,Gene_92
Gene_81,Gene_93
Gene_81,Gene_94
Gene_81,Gene_97
Gene_81,Gene_98
Gene_81,Gene_99
Gene_81,Gene_100
Gene_81,Gene_102
Gene_81,Gene_103
Gene_81,Gene_105
Gene_81,Gene_106
Gene_81,Gene_107
Gene_81,Gene_109
Gene_81,Gene_110
Gene_81,Gene_111
Gene_81,Gene_112
Gene_81,Gene_113
Gene_81,Gene_115
Gene_81,Gene_117
Gene_81,Gene_118
Gene_81,Gene_120
Gene_81,Gene_121
Gene_81,Gene_123
Gene_81,Gene_124
Gene_81,Gene_125
Gene_81,Gene_126
Gene_81,Gene_128
Gene_81,Gene_129
Gene_81,Gene_132
Gene_81,Gene_134
Gene_81,Gene_135
Gene_81,Gene_137
Gene_81,Gene_138
Gene_81,Gene_139
Gene_81,Gene_143
Gene_81,Gene_144
Gene_81,Gene_145
Gene_81,Gene_147
Gene_81,Gene_148
Gene_81,Gene_149
Gene_81,Gene_150
Gene_81,Gene_151
Gene_81,Gene_152
Gene_81,Gene_153
Gene_81,Gene_156
Gene_81,Gene_160
Gene_81,Gene_161
Gene_81,Gene_163
Gene_81,Gene_166
Gene_81,Gene_167
Gene_81,Gene_168
Gene_81,Gene_169
Gene_81,Gene_170
Gene_81,Gene_171
Gene_81,Gene_172
Gene_81,Gene_173
Gene_81,Gene_174
Gene_81,Gene_175
Gene_81,Gene_177
Gene_81,Gene_179
Gene_81,Gene_181
Gene_81,Gene_182
Gene_81,Gene_183
Gene_81,Gene_184
Gene_81,Gene_186
Gene_81,Gene_187
Gene_81,Gene_188
Gene_81,Gene_189
Gene_81,Gene_190
Gene_81,Gene_191
Gene_81,Gene_192
Gene_81,Gene_193
Gene_81,Gene_194
Gene_81,Gene_195
Gene_81,Gene_197
Gene_81,Gene_198
Gene_81,Gene_200
Gene_81,Gene_201
Gene_81,Gene_202
Gene_81,Gene_203
Gene_81,Gene_204
Gene_81,Gene_205
Gene_81,Gene_206
Gene_81,Gene_207
Gene_81,Gene_209
Gene_81,Gene_210
Gene_81,Gene_211
Gene_81,Gene_212
Gene_81,Gene_213
Gene_81,Gene_214
Gene_81,Gene_215
Gene_81,Gene_217
Gene_81,Gene_218
Gene_81,Gene_219
Gene_81,Gene_221
Gene_81,Gene_223
Gene_81,Gene_224
Gene_81,Gene_225
Gene_81,Gene_227
Gene_81,Gene_229
Gene_81,Gene_230
Gene_81,Gene_231
Gene_81,Gene_233
Gene_81,Gene_235
Gene_81,Gene_237
Gene_81,Gene_240
Gene_81,Gene_241
Gene_81,Gene_243
Gene_81,Gene_244
Gene_81,Gene_245
Gene_81,Gene_246
Gene_81,Gene_247
Gene_81,Gene_248
Gene_81,Gene_250
Gene_81,Gene_251
Gene_81,Gene_253
Gene_81,Gene_254
Gene_81,Gene_255
Gene_81,Gene_256
Gene_81,Gene_258
Gene_81,Gene_260
Gene_81,Gene_262
Gene_81,Gene_263
Gene_81,Gene_264
Gene_81,Gene_266
Gene_81,Gene_267
Gene_81,Gene_268
Gene_81,Gene_269
Gene_81,Gene_270
Gene_81,Gene_271
Gene_81,Gene_273
Gene_81,Gene_275
Gene_81,Gene_276
Gene_81,Gene_277
Gene_81,Gene_279
Gene_81,Gene_281
Gene_81,Gene_283
Gene_81,Gene_285
Gene_81,Gene_286
Gene_81,Gene_287
Gene_81,Gene_288
Gene_81,Gene_289
Gene_81,Gene_290
Gene_81,Gene_291
Gene_81,Gene_293
Gene_81,Gene_294
Gene_81,Gene_296
Gene_81,Gene_297
Gene_81,Gene_299
Gene_81,Gene_300
Gene_81,Gene_303
Gene_81,Gene_304
Gene_81,Gene_305
Gene_81,Gene_306
Gene_81,Gene_307
Gene_81,Gene_308
Gene_81,Gene_309
Gene_81,Gene_310
Gene_81,Gene_311
Gene_81,Gene_313
Gene_81,Gene_315
Gene_81,Gene_316
Gene_81,Gene_317
Gene_81,Gene_319
Gene_81,Gene_321
Gene_81,Gene_322
Gene_81,Gene_323
Gene_81,Gene_325
Gene_81,Gene_327
Gene_81,Gene_328
Gene_81,Gene_330
Gene_81,Gene_334
Gene_81,Gene_335
Gene_81,Gene_336
Gene_81,Gene_337
Gene_81,Gene_338
Gene_81,Gene_339
Gene_81,Gene_340
Gene_81,Gene_342
Gene_81,Gene_343
Gene_81,Gene_344
Gene_81,Gene_345
Gene_81,Gene_347
Gene_81,Gene_349
Gene_81,Gene_352
Gene_81,Gene_353
Gene_81,Gene_354
Gene_81,Gene_355
Gene_81,Gene_357
Gene_81,Gene_358
Gene_81,Gene_360
Gene_81,Gene_361
Gene_81,Gene_362
Gene_81,Gene_364
Gene_81,Gene_365
Gene_81,Gene_366
Gene_81,Gene_367
Gene_81,Gene_368
Gene_81,Gene_370
Gene_81,Gene_371
Gene_81,Gene_372
Gene_81,Gene_375
Gene_81,Gene_377
Gene_81,Gene_378
Gene_81,Gene_380
Gene_81,Gene_381
Gene_81,Gene_382
Gene_81,Gene_383
Gene_81,Gene_384
Gene_81,Gene_385
Gene_81,Gene_386
Gene_81,Gene_387
Gene_81,Gene_388
Gene_81,Gene_390
Gene_81,Gene_392
Gene_81,Gene_394
Gene_81,Gene_396
Gene_81,Gene_398
Gene_81,Gene_399
Gene_81,Gene_400
Gene_81,Gene_402
Gene_81,Gene_403
Gene_81,Gene_404
Gene_81,Gene_405
Gene_81,Gene_406
Gene_81,Gene_407
Gene_81,Gene_408
Gene_81,Gene_409
Gene_81,Gene_411
Gene_81,Gene_412
Gene_81,Gene_414
Gene_81,Gene_416
Gene_81,Gene_417
Gene_81,Gene_419
Gene_81,Gene_420
Gene_81,Gene_421
Gene_81,Gene_422
Gene_81,Gene_423
Gene_81,Gene_424
Gene_81,Gene_425
Gene_81,Gene_426
Gene_81,Gene_427
Gene_81,Gene_428
Gene_81,Gene_429
Gene_81,Gene_431
Gene_81,Gene_432
Gene_81,Gene_433
Gene_81,Gene_434
Gene_81,Gene_436
Gene_81,Gene_437
Gene_81,Gene_438
Gene_81,Gene_439
Gene_81,Gene_440
Gene_81,Gene_443
Gene_81,Gene_444
Gene_81,Gene_445
Gene_81,Gene_446
Gene_81,Gene_447
Gene_81,Gene_448
Gene_81,Gene_450
Gene_81,Gene_451
Gene_81,Gene_452
Gene_81,Gene_453
Gene_81,Gene_456
Gene_81,Gene_457
Gene_81,Gene_458
Gene_81,Gene_459
Gene_81,Gene_462
Gene_81,Gene_463
Gene_81,Gene_465
Gene_81,Gene_469
Gene_81,Gene_470
Gene_81,Gene_473
Gene_81,Gene_474
Gene_81,Gene_476
Gene_81,Gene_477
Gene_81,Gene_478
Gene_81,Gene_479
Gene_81,Gene_482
Gene_81,Gene_483
Gene_81,Gene_484
Gene_81,Gene_485
Gene_81,Gene_487
Gene_81,Gene_488
Gene_81,Gene_490
Gene_81,Gene_491
Gene_81,Gene_492
Gene_81,Gene_493
Gene_81,Gene_495
Gene_81,Gene_497
Gene_81,Gene_498
Gene_81,Gene_500
Gene_81,Gene_501
Gene_81,Gene_502
Gene_81,Gene_505
Gene_81,Gene_509
Gene_81,Gene_510
Gene_81,Gene_511
Gene_81,Gene_512
Gene_81,Gene_513
Gene_81,Gene_514
Gene_81,Gene_516
Gene_81,Gene_518
Gene_81,Gene_519
Gene_81,Gene_520
Gene_81,Gene_521
Gene_81,Gene_522
Gene_81,Gene_523
Gene_81,Gene_524
Gene_81,Gene_525
Gene_81,Gene_526
Gene_81,Gene_527
Gene_81,Gene_528
Gene_81,Gene_529
Gene_81,Gene_530
Gene_81,Gene_531
Gene_81,Gene_532
Gene_81,Gene_533
Gene_81,Gene_535
Gene_81,Gene_536
Gene_81,Gene_537
Gene_81,Gene_538
Gene_81,Gene_540
Gene_81,Gene_541
Gene_81,Gene_542
Gene_81,Gene_543
Gene_81,Gene_544
Gene_81,Gene_546
Gene_81,Gene_547
Gene_81,Gene_548
Gene_81,Gene_549
Gene_81,Gene_550
Gene_81,Gene_553
Gene_81,Gene_554
Gene_81,Gene_555
Gene_81,Gene_556
Gene_81,Gene_558
Gene_81,Gene_560
Gene_81,Gene_565
Gene_81,Gene_566
Gene_81,Gene_567
Gene_81,Gene_571
Gene_81,Gene_572
Gene_81,Gene_574
Gene_81,Gene_576
Gene_81,Gene_579
Gene_81,Gene_580
Gene_81,Gene_581
Gene_81,Gene_584
Gene_81,Gene_588
Gene_81,Gene_590
Gene_81,Gene_591
Gene_81,Gene_592
Gene_81,Gene_593
Gene_81,Gene_594
Gene_81,Gene_597
Gene_81,Gene_599
Gene_81,Gene_600
Gene_81,Gene_601
Gene_81,Gene_602
Gene_81,Gene_603
Gene_81,Gene_604
Gene_81,Gene_606
Gene_81,Gene_607
Gene_81,Gene_608
Gene_81,Gene_609
Gene_81,Gene_610
Gene_81,Gene_611
Gene_81,Gene_613
Gene_81,Gene_614
Gene_81,Gene_615
Gene_81,Gene_616
Gene_81,Gene_617
Gene_81,Gene_618
Gene_81,Gene_619
Gene_81,Gene_620
Gene_81,Gene_622
Gene_81,Gene_623
Gene_81,Gene_624
Gene_81,Gene_625
Gene_81,Gene_626
Gene_81,Gene_627
Gene_81,Gene_628
Gene_81,Gene_629
Gene_81,Gene_630
Gene_81,Gene_631
Gene_81,Gene_632
Gene_81,Gene_634
Gene_81,Gene_635
Gene_81,Gene_637
Gene_81,Gene_638
Gene_81,Gene_639
Gene_81,Gene_641
Gene_81,Gene_642
Gene_81,Gene_643
Gene_81,Gene_644
Gene_81,Gene_645
Gene_81,Gene_646
Gene_81,Gene_647
Gene_81,Gene_649
Gene_81,Gene_650
Gene_81,Gene_653
Gene_81,Gene_654
Gene_81,Gene_655
Gene_81,Gene_656
Gene_81,Gene_658
Gene_81,Gene_660
Gene_81,Gene_661
Gene_81,Gene_662
Gene_81,Gene_663
Gene_81,Gene_665
Gene_81,Gene_668
Gene_81,Gene_669
Gene_81,Gene_670
Gene_81,Gene_671
Gene_81,Gene_672
Gene_81,Gene_673
Gene_81,Gene_674
Gene_81,Gene_675
Gene_81,Gene_676
Gene_81,Gene_678
Gene_81,Gene_680
Gene_81,Gene_681
Gene_81,Gene_682
Gene_81,Gene_684
Gene_81,Gene_685
Gene_81,Gene_686
Gene_81,Gene_687
Gene_81,Gene_688
Gene_81,Gene_689
Gene_81,Gene_690
Gene_81,Gene_691
Gene_81,Gene_693
Gene_81,Gene_695
Gene_81,Gene_696
Gene_81,Gene_697
Gene_81,Gene_698
Gene_81,Gene_700
Gene_81,Gene_703
Gene_81,Gene_704
Gene_81,Gene_706
Gene_81,Gene_707
Gene_81,Gene_708
Gene_81,Gene_710
Gene_81,Gene_711
Gene_81,Gene_712
Gene_81,Gene_713
Gene_81,Gene_714
Gene_81,Gene_715
Gene_81,Gene_716
Gene_81,Gene_717
Gene_81,Gene_718
Gene_81,Gene_719
Gene_81,Gene_720
Gene_81,Gene_721
Gene_81,Gene_722
Gene_81,Gene_723
Gene_81,Gene_724
Gene_81,Gene_725
Gene_81,Gene_726
Gene_81,Gene_727
Gene_81,Gene_729
Gene_81,Gene_730
Gene_81,Gene_731
Gene_81,Gene_732
Gene_81,Gene_733
Gene_81,Gene_734
Gene_81,Gene_735
Gene_81,Gene_736
Gene_81,Gene_738
Gene_81,Gene_739
Gene_81,Gene_740
Gene_81,Gene_741
Gene_81,Gene_742
Gene_81,Gene_743
Gene_81,Gene_744
Gene_81,Gene_745
Gene_81,Gene_746
Gene_81,Gene_748
Gene_81,Gene_749
Gene_81,Gene_750
Gene_81,Gene_751
Gene_81,Gene_752
Gene_81,Gene_753
Gene_81,Gene_754
Gene_81,Gene_755
Gene_81,Gene_756
Gene_81,Gene_757
Gene_81,Gene_759
Gene_81,Gene_762
Gene_81,Gene_763
Gene_81,Gene_764
Gene_81,Gene_765
Gene_81,Gene_767
Gene_81,Gene_768
Gene_81,Gene_769
Gene_81,Gene_770
Gene_81,Gene_771
Gene_81,Gene_773
Gene_81,Gene_775
Gene_81,Gene_776
Gene_81,Gene_777
Gene_81,Gene_780
Gene_81,Gene_781
Gene_81,Gene_782
Gene_81,Gene_783
Gene_81,Gene_785
Gene_81,Gene_786
Gene_81,Gene_787
