Gene1,Gene2
cbx7,trh
cbx7,krt18
cbx7,plxna1
cbx7,fndc3b
cbx7,atg16l2
cbx7,ggta1
cbx7,tbx3
cbx7,lefty2
cbx7,stag3
cbx7,bnc2
cbx7,f3
cbx7,sms
cbx7,mt2
cbx7,tcf15
cbx7,tubb6
cbx7,cd63
cbx7,p4ha1
cbx7,lama5
cbx7,gldc
cbx7,vsir
cbx7,me1
cbx7,ildr1
cbx7,retreg1
cbx7,lamp1
cbx7,ldhb
cbx7,sgk1
cbx7,hist1h1d
cbx7,car2
cbx7,gfpt2
cbx7,atp1b1
cbx7,cmklr1
cbx7,pros1
cbx7,flrt3
cbx7,glipr2
cbx7,slc7a6
cbx7,tle1
cbx7,selenow
cbx7,bend5
cbx7,prps2
cbx7,hip1
cbx7,mymx
cbx7,ckap4
cbx7,slc6a8
cbx7,fgf4
cbx7,pdpn
cbx7,tmem9
cbx7,rdm1
cbx7,ass1
cbx7,tuba4a
cbx7,tmsb4x
cbx7,egr1
cbx7,id2
cbx7,cotl1
cbx7,lgals3
cbx7,cobl
cbx7,pfkp
cbx7,glul
cbx7,serpinh1
cbx7,rab3il1
cbx7,tpm4
cbx7,fxyd6
cbx7,dap
cbx7,anp32a
cbx7,ly6e
cbx7,gng10
cbx7,galnt2
cbx7,msl3
cbx7,eps8
cbx7,cryab
cbx7,creb3l2
cbx7,adam19
cbx7,rnf157
cbx7,basp1
cbx7,fn1
cbx7,mpzl2
cbx7,slc26a10
cbx7,adgre5
cbx7,pdgfa
cbx7,nfxl1
ddx21,fdps
ddx21,srprb
ddx21,tmed9
ddx21,nfxl1
ddx21,npl
ddx21,tmem150a
ddx21,sec61a1
ddx21,ahcy
ddx21,abcc5
ddx21,eif2s2
ddx21,pdia5
ddx21,ssr3
ddx21,tmem214
ddx21,tmem59
ddx21,hsp90b1
ddx21,tmed2
ddx21,tfeb
ddx21,hsph1
ddx21,vkorc1
ddx21,txndc12
ddx21,stmn1
ddx21,tspan4
ddx21,ifrd1
ddx21,jarid2
ddx21,arfgap1
ddx21,creb3
ddx21,spc25
ddx21,acp6
ddx21,hirip3
ddx21,gorasp2
ddx21,nagk
ddx21,ppib
ddx21,tpx2
ddx21,atp6v0b
ddx21,bub1b
ddx21,rbm38
ddx21,trp53
ddx21,eed
ddx21,hspa5
ddx21,actl6a
ddx21,arf4
ddx21,mdn1
ddx21,nfatc2ip
ddx21,plod3
ddx21,cdipt
ddx21,mrps5
ddx21,hdlbp
ddx21,d230025d16rik
ddx21,selenok
ddx21,nfya
ddx21,pofut2
ddx21,2410141k09rik
ddx21,lamp1
ddx21,prkab1
ddx21,sec31a
ddx21,manf
ddx21,fahd2a
ddx21,copa
ddx21,wdr45
ddx21,pfas
ddx21,lmf2
ddx21,dnajc10
ddx21,tax1bp3
ddx21,mtf2
ddx21,senp3
ddx21,ilk
ddx21,hsp90aa1
ddx21,sfi1
ddx21,hspa8
ddx21,ddx21
ddx21,cltc
ddx21,snx1
ddx21,kdelr2
ddx21,colgalt1
ddx21,eif4a2
ddx21,mdm2
ddx21,psme2
ddx21,pdcd6ip
ddx21,fndc3a
ddx21,srm
ddx21,slc35f5
ddx21,mgst3
ddx21,bsg
ddx21,calr
ddx21,erp29
ddx21,mfsd1
ddx21,pdia3
ddx21,appbp2
ddx21,fzr1
ddx21,rcn3
ddx21,krtcap2
ddx21,asah1
ddx21,msmo1
ddx21,rab11a
ddx21,atg16l2
ddx21,rpn1
ddx21,tfrc
ddx21,ube2s
ddx21,p4hb
ddx21,rif1
ddx21,setx
ddx21,suz12
ddx21,mcfd2
ddx21,sec23a
ddx21,fbxo5
ddx21,got1
ddx21,retreg2
ddx21,cdc20
ddx21,ctsd
ddx21,selenos
ddx21,hist1h2bk
ddx21,atp6v0a1
ddx21,hyou1
ddx21,nrf1
ddx21,pdia6
ddx21,ddit3
ddx21,idi1
ddx21,calu
ddx21,gnas
ddx21,mkrn1
ddx21,gabarapl2
ddx21,pgd
ddx21,hsf2bp
ddx21,tubb4b
ddx21,asns
ddx21,wdr1
ddx21,hist1h2ac
ddx21,lpcat1
ddx21,calm1
ddx21,stag3
ddx21,hist1h3h
ddx21,hist1h2bl
ddx21,hist1h2ai
ddx21,prdx1
ddx21,nktr
ddx21,herpud1
ddx21,ppp2r5a
ddx21,bex4
ddx21,hist1h4k
ddx21,hells
ddx21,tmem165
ddx21,tpm1
ddx21,sun1
ddx21,pcna
ddx21,mcm6
ddx21,bex1
ddx21,abhd5
ddx21,myo6
ddx21,pdk1
ddx21,odc1
ddx21,morf4l2
ddx21,ehd1
ddx21,cotl1
ddx21,resf1
ddx21,gfpt1
ddx21,marc2
ddx21,kdm3a
ddx21,parp1
ddx21,pafah1b3
ddx21,sdcbp
ddx21,surf4
ddx21,hook1
ddx21,slc25a4
ddx21,msh6
ddx21,mcm10
ddx21,rbpj
ddx21,chn2
ddx21,carmil1
ddx21,p4ha1
ddx21,rdm1
ddx21,atp13a3
ddx21,itgav
ddx21,txndc5
ddx21,plod2
ddx21,kat6b
ddx21,pdia4
ddx21,wdfy1
ddx21,lrrc1
ddx21,klf3
ddx21,psap
ddx21,ranbp17
ddx21,cdca7
ddx21,iqsec1
ddx21,fndc3b
ddx21,hist1h2bf
ddx21,nup210
ddx21,usp3
ddx21,sdf2l1
ddx21,bex3
ddx21,bend5
ddx21,crip2
ddx21,patj
ddx21,trim28
ddx21,glmp
ddx21,galnt2
ddx21,myl6
ddx21,uhrf1
ddx21,rffl
ddx21,rbms1
ddx21,man1a2
ddx21,rnf157
ddx21,ect2
ddx21,hist1h2bn
ddx21,hist1h2ak
ddx21,dnajc3
ddx21,rras2
ddx21,anp32a
ddx21,akr1b3
ddx21,zfp979
ddx21,rmc1
ddx21,hist1h2af
ddx21,rlim
ddx21,gga2
ddx21,klf2
ddx21,cndp2
ddx21,pnp
ddx21,lamc1
ddx21,etv4
ddx21,impdh1
ddx21,mapkapk2
ddx21,zfp600
ddx21,commd3
ddx21,gls
ddx21,cdc42se2
ddx21,pfkl
ddx21,gnpda1
ddx21,kdm5b
ddx21,zfyve21
ddx21,pcolce2
ddx21,rnpep
ddx21,kpna2
ddx21,msl3
ddx21,itm2b
ddx21,rpl39l
ddx21,slc16a1
ddx21,tmem9
ddx21,slc25a36
ddx21,shisa5
ddx21,insig1
ddx21,ccnb2
ddx21,slc25a5
ddx21,msh2
ddx21,ldlrap1
ddx21,gnptab
ddx21,ndrg1
ddx21,nasp
ddx21,crtap
ddx21,fam234a
ddx21,ccnb1
ddx21,pttg1ip
ddx21,cul7
ddx21,fam102a
ddx21,nrg2
ddx21,cbx7
ddx21,tcf15
ddx21,lgmn
ddx21,edem1
ddx21,slc20a1
ddx21,kdelr3
ddx21,stxbp2
ddx21,camsap3
ddx21,ccne1
ddx21,gclm
ddx21,zbtb10
ddx21,rtn1
ddx21,gsr
ddx21,selenow
ddx21,rbbp7
ddx21,nusap1
ddx21,ccng1
ddx21,cr1l
ddx21,ly75
ddx21,slc7a6
ddx21,plscr1
ddx21,lama1
ddx21,arhgap21
ddx21,tmem231
ddx21,hist1h1d
ddx21,uap1
ddx21,lrp2
ddx21,tnk2
ddx21,dap
ddx21,ctsa
ddx21,nsmaf
ddx21,cobll1
ddx21,csrp2
ddx21,ccn2
ddx21,morc4
ddx21,car2
ddx21,tubb6
ddx21,snx2
ddx21,calm2
ddx21,tgfbr3
ddx21,tex264
ddx21,rrbp1
ddx21,acadm
ddx21,hmces
ddx21,hip1
ddx21,fam83d
ddx21,ttc7
ddx21,manba
ddx21,galk1
ddx21,glipr2
ddx21,ass1
ddx21,ubqln2
ddx21,pdcd4
ddx21,gsn
ddx21,cd63
ddx21,sec24d
ddx21,oat
ddx21,apaf1
ddx21,4930402h24rik
ddx21,rrm2
ddx21,aars
ddx21,pmm1
ddx21,hmga1b
ddx21,hmga1
ddx21,cdh1
ddx21,ccnd3
ddx21,xbp1
ddx21,p3h4
ddx21,lrrk1
ddx21,sri
ddx21,mt2
ddx21,rev1
ddx21,ube2c
ddx21,msi2
ddx21,cited2
ddx21,amfr
ddx21,oplah
ddx21,prdx4
ddx21,bnip3
ddx21,ulk1
ddx21,cstb
ddx21,plekha7
ddx21,alg13
ddx21,p3h1
ddx21,fam129b
ddx21,shkbp1
ddx21,pitpnc1
ddx21,ly6e
ddx21,dab2
ddx21,adam23
ddx21,tyro3
ddx21,st3gal6
ddx21,rcc2
ddx21,arhgap29
ddx21,ltbp4
ddx21,gldc
ddx21,tpd52
ddx21,timp2
ddx21,sun2
ddx21,rbm47
ddx21,mme
ddx21,ctbp2
ddx21,cenpv
ddx21,adam15
ddx21,vangl1
ddx21,myh9
ddx21,mybl2
ddx21,sinhcaf
ddx21,gabbr1
ddx21,fn1
ddx21,echdc2
ddx21,anxa5
ddx21,ctnnal1
ddx21,plxnb2
ddx21,ctsl
ddx21,phlda3
ddx21,obsl1
ddx21,col4a2
ddx21,col4a1
ddx21,clcn5
ddx21,f3
ddx21,zfp990
ddx21,spry2
ddx21,efemp2
ddx21,bmper
ddx21,pik3r1
ddx21,glul
ddx21,pipox
ddx21,tubb2b
ddx21,nedd4
ddx21,hk2
ddx21,soat1
ddx21,podxl
ddx21,nrg1
ddx21,mylpf
ddx21,p4ha2
ddx21,me1
ddx21,lrrc8d
ddx21,klf4
ddx21,ddah2
ddx21,socs2
ddx21,itpk1
ddx21,ubald2
ddx21,itga9
ddx21,aplp1
ddx21,zfp42
ddx21,gprc5c
ddx21,htra1
ddx21,gcnt1
ddx21,icam1
ddx21,zfp57
ddx21,cst3
ddx21,bcam
ddx21,tpm4
ddx21,top2a
ddx21,tle1
ddx21,st5
ddx21,sema4c
ddx21,tns1
ddx21,tcf7l2
ddx21,eps8
ddx21,chchd10
ddx21,bag2
ddx21,actg1
ddx21,renbp
ddx21,uchl1
ddx21,rpp25
ddx21,retreg1
ddx21,b2m
ddx21,f2r
ddx21,etl4
ddx21,spock1
ddx21,enah
ddx21,runx1
ddx21,fkbp11
ddx21,chst15
ddx21,gabarapl1
ddx21,ung
ddx21,lifr
ddx21,gramd1a
ddx21,adam19
ddx21,qdpr
ddx21,klf6
ddx21,zfp710
ddx21,smad7
ddx21,mfge8
ddx21,slc7a5
ddx21,neu1
ddx21,cobl
ddx21,atp1b1
ddx21,msc
ddx21,frrs1
ddx21,ptpn14
ddx21,lamb2
ddx21,emp2
ddx21,gaa
ddx21,ddah1
ddx21,slc6a6
ddx21,rbpms2
ddx21,ehmt2
ddx21,app
ddx21,tfcp2l1
ddx21,plxna1
ddx21,akap12
ddx21,adgre5
ddx21,myo5b
ddx21,igfbp2
ddx21,tspan9
ddx21,nid1
ddx21,fgfr4
ddx21,creb3l2
ddx21,phldb2
ddx21,parva
ddx21,isyna1
ddx21,tceal9
ddx21,tet2
ddx21,serping1
ddx21,sdc4
ddx21,zyx
ddx21,shroom3
ddx21,p3h2
ddx21,mras
ddx21,loxl2
ddx21,fgf4
ddx21,dusp3
ddx21,vsir
ddx21,slc38a2
ddx21,ifitm2
ddx21,dpp4
ddx21,cdh6
ddx21,trim2
ddx21,gas6
ddx21,sms
ddx21,serpine2
ddx21,vamp8
ddx21,lamp2
ddx21,hs3st1
ddx21,msantd3
ddx21,ets1
ddx21,gfpt2
ddx21,ctsz
ddx21,pfkp
ddx21,pcsk6
ddx21,pth1r
ddx21,bnc2
ddx21,stard10
ddx21,sord
ddx21,frmd4a
ddx21,plk2
ddx21,fgf3
ddx21,pcbd1
ddx21,nipsnap1
ddx21,mymx
ddx21,cyba
ddx21,elovl6
ddx21,rab3il1
ddx21,jpt1
ddx21,mov10
ddx21,smarca2
ddx21,gng10
ddx21,cyp26a1
ddx21,cth
ddx21,tagln2
ddx21,sat1
ddx21,pros1
ddx21,epha2
ddx21,arhgef5
ddx21,amotl2
ddx21,tmem144
ddx21,notum
ddx21,fblim1
ddx21,egr1
ddx21,col27a1
ddx21,etv5
ddx21,btg2
ddx21,ampd2
ddx21,itga6
ddx21,kit
ddx21,anxa2
ddx21,spns2
ddx21,carhsp1
ddx21,lgals3
ddx21,l1td1
ddx21,calcoco2
ddx21,slco3a1
ddx21,mtcl1
ddx21,dcxr
ddx21,cers4
ddx21,ggta1
ddx21,dusp6
ddx21,cpm
ddx21,ckb
ddx21,tcea3
ddx21,jam2
ddx21,zfpm1
dppa2,sfi1
dppa2,patj
dppa2,cpm
dppa2,chn2
dppa2,marc2
dppa2,ranbp17
dppa2,adam23
dppa2,lama1
dppa2,gldc
dppa2,st3gal6
dppa2,camsap3
dppa2,igfbp2
dppa2,galnt2
dppa2,fndc3a
dppa2,nrg2
dppa2,tcf15
dppa2,cdh1
dppa2,herpud1
dppa2,fgfr4
dppa2,car2
dppa2,pdia5
dppa2,myo5b
dppa2,shroom3
dppa2,pcsk6
dppa2,rtn1
dppa2,lpcat1
dppa2,p3h2
dppa2,bex4
dppa2,kat2b
dppa2,txndc5
dppa2,nup210
dppa2,gsr
dppa2,plekha7
dppa2,tet2
dppa2,cobl
dppa2,ppp2r5a
dppa2,itga9
dppa2,gnas
dppa2,hook1
dppa2,pcolce2
dppa2,amfr
dppa2,arhgap29
dppa2,lamc1
dppa2,retreg1
dppa2,tmem231
dppa2,sms
dppa2,krt8
dppa2,rffl
dppa2,lifr
dppa2,bex1
dppa2,mme
dppa2,rbms1
dppa2,gclm
dppa2,mtcl1
dppa2,plxna1
dppa2,spns2
dppa2,khdc3
dppa2,xbp1
dppa2,nrf1
dppa2,lrrc1
dppa2,itgav
dppa2,pde4dip
dppa2,tpd52
dppa2,msh2
dppa2,crtap
dppa2,edem1
dppa2,lamp1
dppa2,vangl1
dppa2,itga6
dppa2,ahcy
dppa2,cenpv
dppa2,tpm1
dppa2,tmem9
dppa2,dnajc3
dppa2,ank
dppa2,nrg1
dppa2,ddah1
dppa2,kcng1
dppa2,resf1
dppa2,tmem165
dppa2,cobll1
dppa2,slco3a1
dppa2,gsn
dppa2,bmper
dppa2,tnk2
dppa2,rras2
dppa2,gprc5c
dppa2,gas6
dppa2,ckap4
dppa2,tubb6
dppa2,gga2
dppa2,pik3r1
dppa2,stard10
dppa2,eps8l2
dppa2,atp13a3
dppa2,col4a2
dppa2,col4a1
dppa2,me1
dppa2,bex3
dppa2,manba
dppa2,man1a2
dppa2,retreg2
dppa2,lrrk1
dppa2,ccn2
dppa2,odc1
dppa2,foxq1
dppa2,lrrc8d
dppa2,lrp2
dppa2,usp3
dppa2,rrbp1
dppa2,colgalt1
dppa2,cdca7
dppa2,carmil1
dppa2,tle1
dppa2,impdh1
dppa2,gfpt1
dppa2,myo6
dppa2,ctsa
dppa2,asns
dppa2,asah1
dppa2,rnf157
dppa2,setx
dppa2,iqsec1
dppa2,pcbd1
dppa2,zfp532
dppa2,rnpep
dppa2,vim
dppa2,sdcbp
dppa2,chst15
dppa2,rmc1
dppa2,lama5
dppa2,cdc42se2
dppa2,akr1b3
dppa2,zbtb10
dppa2,grb10
dppa2,pdia3
dppa2,msantd3
dppa2,hist1h2ac
dppa2,nsmaf
dppa2,hsf2bp
dppa2,ubqln2
dppa2,gorasp2
dppa2,timp2
dppa2,tgfbr3
dppa2,hdlbp
dppa2,parvb
dppa2,cdh6
dppa2,acp6
dppa2,rev1
dppa2,dpp4
dppa2,tyro3
dppa2,dnmt3a
dppa2,etv4
dppa2,ccne1
dppa2,phldb2
dppa2,akap12
dppa2,app
dppa2,alpl
dppa2,srprb
dppa2,hells
dppa2,pttg1ip
dppa2,mov10
dppa2,plxnb2
dppa2,sun2
dppa2,adam15
dppa2,calu
dppa2,plod2
dppa2,p3h1
dppa2,spc25
dppa2,cstb
dppa2,d230025d16rik
dppa2,pmm1
dppa2,fndc3b
dppa2,smarca2
dppa2,enah
dppa2,hist1h2bl
dppa2,hist1h2ai
dppa2,col27a1
dppa2,ptpn14
dppa2,snx2
dppa2,hist1h2bn
dppa2,hist1h2ak
dppa2,cachd1
dppa2,cdipt
dppa2,cryab
dppa2,hist1h2bk
dppa2,ulk1
dppa2,5031439g07rik
dppa2,atg16l2
dppa2,gnptab
dppa2,bnc2
dppa2,4930402h24rik
dppa2,p4ha2
dppa2,p3h4
dppa2,wdr1
dppa2,dtx1
dppa2,tpm4
dppa2,sun1
dppa2,rbpms2
dppa2,slc16a1
dppa2,oplah
dppa2,smad7
dppa2,glipr2
dppa2,suz12
dppa2,rpn1
dppa2,npl
dppa2,plk2
dppa2,arhgap21
dppa2,tfcp2l1
dppa2,socs2
dppa2,mgst3
dppa2,pcna
dppa2,mapkapk2
dppa2,tmem150a
dppa2,gpx3
dppa2,eed
dppa2,pfkp
dppa2,hmga1b
dppa2,hmga1
dppa2,ldlrap1
dppa2,slc25a4
dppa2,pdia6
dppa2,itpk1
dppa2,eps8
dppa2,spock1
dppa2,sh3pxd2b
dppa2,sec23a
dppa2,klf3
dppa2,ssr3
dppa2,cth
dppa2,sord
dppa2,msi2
dppa2,rif1
dppa2,dab2
dppa2,stag3
dppa2,arhgap45
dppa2,krt19
dppa2,hspb1
dppa2,sec24d
dppa2,commd3
dppa2,myo1c
dppa2,calm1
dppa2,ndrg1
dppa2,bend5
dppa2,hist1h3h
dppa2,fam129b
dppa2,ddx21
dppa2,hist1h2af
dppa2,apaf1
dppa2,dap
dppa2,zfpm1
dppa2,zfp57
dppa2,rdm1
dppa2,nagk
dppa2,hist1h2bf
dppa2,cemip
dppa2,ccnb2
dppa2,hsp90b1
dppa2,acadm
dppa2,mras
dppa2,nusap1
dppa2,rbpj
dppa2,kdm3a
dppa2,zfp990
dppa2,gls
dppa2,csrp2
dppa2,cald1
dppa2,apobec3
dppa2,pdgfa
dppa2,cltc
dppa2,aars
dppa2,nktr
dppa2,cotl1
dppa2,etl4
dppa2,klf4
dppa2,arfgap1
dppa2,akt1
dppa2,2410141k09rik
dppa2,vkorc1
dppa2,dennd2c
dppa2,ube2c
dppa2,shisa5
dppa2,tspan4
dppa2,sparc
dppa2,appbp2
dppa2,zfp979
dppa2,lgals3
dppa2,ctsd
dppa2,zfp600
dppa2,foxh1
dppa2,ube2s
dppa2,renbp
dppa2,nipsnap1
dppa2,calcoco2
dppa2,lbhd1
dppa2,wdr45
dppa2,ndrg4
dppa2,krt17
dppa2,cox7a1
dppa2,myo18a
dppa2,srgn
dppa2,csrp1
dppa4,sfi1
dppa4,galnt2
dppa4,gldc
dppa4,pdia5
dppa4,shroom3
dppa4,st3gal6
dppa4,marc2
dppa4,adam23
dppa4,ahcy
dppa4,camsap3
dppa4,colgalt1
dppa4,chn2
dppa4,retreg1
dppa4,pcsk6
dppa4,igfbp2
dppa4,ranbp17
dppa4,p3h2
dppa4,gclm
dppa4,cdh1
dppa4,ppp2r5a
dppa4,gsr
dppa4,lama1
dppa4,kat2b
dppa4,plekha7
dppa4,herpud1
dppa4,car2
dppa4,cobll1
dppa4,sms
dppa4,lpcat1
dppa4,spns2
dppa4,resf1
dppa4,vangl1
dppa4,itgav
dppa4,nup210
dppa4,tet2
dppa4,atp1b1
dppa4,bex4
dppa4,pde4dip
dppa4,usp3
dppa4,rtn1
dppa4,dab2
dppa4,abcc5
dppa4,txndc5
dppa4,carmil1
dppa4,pcolce2
dppa4,tcf15
dppa4,tmem165
dppa4,rras2
dppa4,nrg2
dppa4,msh2
dppa4,rbms1
dppa4,gfpt1
dppa4,itga6
dppa4,tnk2
dppa4,khdc3
dppa4,lamc1
dppa4,col4a2
dppa4,col4a1
dppa4,sun2
dppa4,notum
dppa4,mme
dppa4,lrrc8d
dppa4,tpd52
dppa4,ttc7
dppa4,nrg1
dppa4,atp13a3
dppa4,mtcl1
dppa4,ddah1
dppa4,man1a
dppa4,ank
dppa4,bmper
dppa4,ccn2
dppa4,lifr
dppa4,msantd3
dppa4,gorasp2
dppa4,rpp25
dppa4,podxl
dppa4,spc25
dppa4,myo5b
dppa4,amfr
dppa4,lrp2
dppa4,lama5
dppa4,rrbp1
dppa4,hook1
dppa4,5031439g07rik
dppa4,fndc3a
dppa4,stard10
dppa4,ckap4
dppa4,bex1
dppa4,kcng1
dppa4,cobl
dppa4,gnas
dppa4,rffl
dppa4,hsp90b1
dppa4,me1
dppa4,lrrk1
dppa4,phlda3
dppa4,cenpv
dppa4,cdca7
dppa4,fgfr4
dppa4,lamp1
dppa4,itga9
dppa4,iqsec1
dppa4,fam83d
dppa4,pdia3
dppa4,sdcbp
dppa4,kdelr2
dppa4,xbp1
dppa4,akr1b3
dppa4,pik3r1
dppa4,myo6
dppa4,rnf157
dppa4,dnajc3
dppa4,tpm1
dppa4,edem1
dppa4,asah1
dppa4,sec24d
dppa4,nrf1
dppa4,plxna1
dppa4,zfp532
dppa4,tle1
dppa4,crtap
dppa4,man1a2
dppa4,rnpep
dppa4,cltc
dppa4,tgfbr3
dppa4,gprc5c
dppa4,akap12
dppa4,frmd4a
dppa4,gnptab
dppa4,d230025d16rik
dppa4,dpp4
dppa4,krt8
dppa4,rif1
dppa4,rbpj
dppa4,impdh1
dppa4,pmm1
dppa4,gas6
dppa4,pros1
dppa4,hells
dppa4,slc16a1
dppa4,cachd1
dppa4,retreg2
dppa4,plod2
dppa4,p3h1
dppa4,kit
dppa4,slc25a4
dppa4,phldb2
dppa4,enah
dppa4,cdc42se2
dppa4,ccnd3
dppa4,etv4
dppa4,nktr
dppa4,sun1
dppa4,itpk1
dppa4,rev1
dppa4,slc7a6
dppa4,hdlbp
dppa4,ptpn14
dppa4,manba
dppa4,eps8
dppa4,dnmt3a
dppa4,rmc1
dppa4,ehd1
dppa4,setx
dppa4,grb10
dppa4,pxdn
dppa4,fam102a
dppa4,plxnb2
dppa4,ccne1
dppa4,zfpm1
dppa4,fndc3b
dppa4,rbpms2
dppa4,timp2
dppa4,glipr2
dppa4,tmem9
dppa4,wdr1
dppa4,bex3
dppa4,pitpnc1
dppa4,mras
dppa4,tubb6
dppa4,tmem214
dppa4,snx2
dppa4,calu
dppa4,surf4
dppa4,tyro3
dppa4,zbtb10
dppa4,p3h4
dppa4,p4ha2
dppa4,calm2
dppa4,adgre5
dppa4,rpn1
dppa4,mgst3
dppa4,actl6a
dppa4,pofut2
dppa4,ndrg1
dppa4,arhgap21
dppa4,nsmaf
dppa4,bnc2
dppa4,app
dppa4,mapkapk2
dppa4,eed
dppa4,eva1a
dppa4,dnajc10
dppa4,ctnnal1
dppa4,ddx21
dppa4,creb3l2
dppa4,atg16l2
dppa4,sec23a
dppa4,sord
dppa4,arf4
dppa4,cdipt
dppa4,pfkp
dppa4,sdf2l1
dppa4,krt19
dppa4,mov10
dppa4,ly6e
dppa4,pfas
dppa4,uap1
dppa4,ulk1
dppa4,aplp1
dppa4,tspan4
dppa4,mylpf
dppa4,ctdspl
dppa4,gcnt1
dppa4,plk2
dppa4,gls
dppa4,ggta1
dppa4,sec31a
dppa4,tpm4
dppa4,ssr3
dppa4,pdcd4
dppa4,ldlrap1
dppa4,myh9
dppa4,akt1
dppa4,sh3pxd2b
dppa4,pdgfa
dppa4,cryab
dppa4,sinhcaf
dppa4,fam129b
dppa4,bend5
dppa4,parva
dppa4,cd63
dppa4,hmga1b
dppa4,hmga1
dppa4,4930402h24rik
dppa4,ubald2
dppa4,klf4
dppa4,klf3
dppa4,dap
dppa4,rab11a
dppa4,mcm6
dppa4,stmn1
dppa4,anp32a
dppa4,spock1
dppa4,amotl2
dppa4,shisa5
ehmt2,cdh1
ehmt2,zfp990
esrrb,icam1
esrrb,mtf2
esrrb,spp1
esrrb,fabp3
esrrb,ldhb
esrrb,phc1
esrrb,tfrc
esrrb,mkrn1
esrrb,upp1
esrrb,rbm47
esrrb,sgk1
esrrb,ly6g6e
esrrb,calu
esrrb,igfbp2
esrrb,rif1
esrrb,fbxo15
esrrb,zfp42
esrrb,slc25a4
esrrb,mylpf
esrrb,got1
esrrb,acp6
esrrb,cst3
esrrb,mme
esrrb,4930402h24rik
esrrb,zfpm1
esrrb,shisa5
esrrb,acadm
esrrb,mymx
esrrb,msh6
esrrb,sfi1
esrrb,pcolce
esrrb,pdk1
esrrb,tdgf1
esrrb,parvb
esrrb,oplah
esrrb,rbpj
esrrb,fblim1
esrrb,asns
esrrb,stmn1
esrrb,ccne1
esrrb,id2
esrrb,psap
esrrb,slc25a5
esrrb,cltc
esrrb,nr0b1
esrrb,lasp1
esrrb,slc6a6
esrrb,dennd2c
esrrb,cbx7
