Gene1,Gene2,Score
cbfb,atp1b3,703.0
cbfb,mapk1,815.0
cbfb,wdr4,1221.0
cbfb,rmnd5a,552.0
cbfb,lap3,770.0
cbfb,oasl2,859.0
cbfb,rgcc,597.0
cbfb,serpinb6a,804.0
cbfb,sec24d,891.0
cbfb,abce1,827.0
cbfb,samd9l,666.0
cbfb,slc20a1,656.0
cbfb,rpa2,694.0
cbfb,snap47,536.0
cbfb,pik3r1,783.0
cbfb,nup85,743.0
cbfb,4833439l19rik,519.0
cbfb,pla2g15,604.0
cbfb,cenpk,771.0
cbfb,zfp367,637.0
cbfb,golt1b,765.0
cbfb,hsph1,907.0
cbfb,me2,801.0
cbfb,dnajc9,528.0
cbfb,slc35b4,511.0
cbfb,arl8b,754.0
cbfb,zfp322a,694.0
cbfb,wdr43,717.0
cbfb,rnf4,666.0
cbfb,slc18a2,369.0
cbfb,cnih1,557.0
cbfb,pcmtd1,638.0
cbfb,nup107,709.0
cbfb,acaa2,596.0
cbfb,rcc1,926.0
cbfb,wdhd1,676.0
cbfb,trim35,696.0
cbfb,aurkb,462.0
cbfb,fem1a,738.0
cbfb,fdft1,643.0
cbfb,lonp1,694.0
cbfb,f13a1,894.0
cbfb,cenpf,940.0
cbfb,topors,734.0
cbfb,xrcc3,593.0
cbfb,ccna2,986.0
cbfb,immt,1208.0
cbfb,kctd20,626.0
cbfb,hnrnpll,428.0
cbfb,tars,547.0
cbfb,clec12a,691.0
cbfb,kif20b,813.0
cbfb,fbxo5,865.0
cbfb,etf1,641.0
cbfb,atg12,698.0
cbfb,ap3s1,698.0
cbfb,odc1,600.0
cbfb,copb1,752.0
cbfb,ftsj3,1179.0
cbfb,ado,670.0
cbfb,slc25a38,680.0
cbfb,ncln,820.0
cbfb,golph3,453.0
cbfb,acly,691.0
cbfb,stxbp4,627.0
cbfb,arcn1,844.0
cbfb,ino80d,654.0
cbfb,patl1,788.0
cbfb,mthfd1,693.0
cbfb,cenpa,721.0
cbfb,ranbp3,559.0
cbfb,vsir,692.0
cbfb,plaa,788.0
cbfb,cdt1,601.0
cbfb,dnajc5,570.0
cbfb,art4,570.0
cbfb,tec,392.0
cbfb,hus1,551.0
cbfb,prss57,625.0
cbfb,mcm3,573.0
cbfb,fcho2,553.0
cbfb,sesn1,418.0
cbfb,coq8a,491.0
cbfb,usp14,795.0
cbfb,dnm1l,877.0
cbfb,crebrf,640.0
cbfb,zfp451,604.0
cbfb,nasp,665.0
cbfb,uhrf1,837.0
cbfb,slc19a1,524.0
cbfb,tcf19,526.0
cbfb,nedd1,595.0
cbfb,rcsd1,963.0
cbfb,hyou1,618.0
cbfb,elmo2,716.0
cbfb,psmg2,689.0
cbfb,prelid3b,563.0
cbfb,gfm1,707.0
cbfb,smarca2,822.0
cbfb,wsb1,743.0
cbfb,jpt2,678.0
cbfb,rel,513.0
cbfb,psme4,391.0
cbfb,slco4a1,501.0
cbfb,otud4,694.0
cbfb,rtel1,772.0
cbfb,agps,492.0
cbfb,ckap2l,619.0
cbfb,mrpl37,642.0
cbfb,usp42,475.0
cbfb,gpd1l,459.0
cbfb,cyfip2,574.0
cbfb,ldhb,638.0
cbfb,txndc11,446.0
cbfb,mcm5,607.0
cbfb,pitpnc1,448.0
cbfb,ncapg,653.0
cbfb,mycn,555.0
cbfb,lactb,463.0
cbfb,pip4k2a,379.0
cbfb,lig1,646.0
cbfb,tsc22d1,438.0
cbfb,gmcl1,368.0
cbfb,camk2d,521.0
cbfb,aplp2,452.0
cbfb,b230219d22rik,476.0
cbfb,il21r,531.0
cbfb,cd44,506.0
cbfb,slc30a5,767.0
cbfb,naa50,575.0
cbfb,znrf2,473.0
cbfb,tnfrsf21,627.0
cbfb,dhfr,642.0
cbfb,acox1,446.0
cbfb,cd274,488.0
cbfb,gng2,596.0
cbfb,aldh18a1,651.0
cbfb,spc25,566.0
cbfb,slc39a6,460.0
cbfb,elp2,460.0
cbfb,ndrg2,678.0
cbfb,vav1,405.0
cbfb,rhof,462.0
cbfb,fam189b,612.0
cbfb,zbtb38,613.0
cbfb,bcap29,487.0
cbfb,stt3b,462.0
cbfb,nusap1,790.0
cbfb,mki67,700.0
cbfb,sdf2l1,495.0
cbfb,bub1b,776.0
cbfb,il27ra,459.0
cbfb,eml4,423.0
cbfb,dlst,481.0
cbfb,rrm2,490.0
cbfb,nadk,594.0
cbfb,gemin5,455.0
cbfb,nrros,487.0
cbfb,spcs3,749.0
cbfb,ints8,635.0
cbfb,uba7,404.0
cbfb,adsl,634.0
cbfb,ctla2a,521.0
cbfb,prim2,557.0
cbfb,polr2b,410.0
cbfb,frrs1,305.0
cbfb,mto1,415.0
cbfb,cbx7,616.0
cbfb,stag2,454.0
cbfb,usp10,765.0
cbfb,eef1e1,606.0
cbfb,retreg1,526.0
cbfb,ddx39,643.0
cbfb,pfkp,698.0
cbfb,lcp2,432.0
cbfb,il6st,366.0
cbfb,btaf1,554.0
cbfb,tm7sf3,460.0
cbfb,tfg,511.0
cbfb,myo1f,442.0
cbfb,plekho2,437.0
cbfb,mllt3,439.0
cbfb,ckap2,525.0
cbfb,gabbr1,604.0
cbfb,orc2,547.0
cbfb,zfp53,579.0
cbfb,itpr1,407.0
cbfb,lsp1,450.0
cbfb,aldh9a1,408.0
cbfb,mtch2,603.0
cbfb,anxa2,344.0
cbfb,cdca7,415.0
cbfb,sec23ip,390.0
cbfb,nploc4,535.0
cbfb,rgs2,533.0
cbfb,ddx1,420.0
cbfb,rfc5,497.0
cbfb,tbc1d10c,461.0
cbfb,slc25a46,445.0
cbfb,lman2l,566.0
cbfb,zfp467,402.0
cbfb,tubgcp3,560.0
cbfb,mtor,349.0
cbfb,gmip,587.0
cbfb,cse1l,640.0
cbfb,rgs19,637.0
cbfb,nudt19,605.0
cbfb,slc16a1,397.0
cbfb,cdc20,680.0
cbfb,neil3,335.0
cbfb,arid2,295.0
cbfb,cdc7,513.0
cbfb,spc24,668.0
cbfb,ptpn7,418.0
cbfb,acox3,472.0
cbfb,rpap1,510.0
cbfb,asf1b,513.0
cbfb,plxdc2,365.0
cbfb,rpp40,500.0
cbfb,ppm1f,504.0
cbfb,wdr55,496.0
cbfb,rgs1,399.0
cbfb,psat1,652.0
cbfb,rab37,800.0
cbfb,tmem97,456.0
cbfb,atp6ap2,385.0
cbfb,cd48,504.0
cbfb,bc005561,415.0
cbfb,ostm1,674.0
cbfb,jarid2,489.0
cbfb,myo5a,510.0
cbfb,ube2c,570.0
cbfb,synj1,717.0
cbfb,trim59,380.0
cbfb,abcg3,578.0
cbfb,slc26a2,514.0
cbfb,ints13,455.0
cbfb,gclc,301.0
cbfb,txnip,468.0
cbfb,top2a,614.0
cbfb,soat1,469.0
cbfb,abl1,319.0
cbfb,phkb,456.0
cbfb,cpa3,623.0
cbfb,rad51,494.0
cbfb,tmem173,462.0
cbfb,prc1,486.0
cbfb,mtr,544.0
cbfb,racgap1,361.0
cbfb,arfgef2,479.0
cbfb,ybx3,356.0
cbfb,prpf4,351.0
cbfb,psen1,421.0
cbfb,bpifc,485.0
cbfb,qars,514.0
cbfb,nptn,387.0
cbfb,tmem50b,318.0
cbfb,parvg,513.0
cbfb,sytl1,439.0
cbfb,utp4,402.0
cbfb,slco3a1,543.0
cbfb,dennd2d,301.0
cbfb,tmem206,438.0
cbfb,slc44a2,485.0
cbfb,sppl2b,475.0
cbfb,cybc1,530.0
cbfb,cfp,727.0
cbfb,ccdc137,646.0
cbfb,strap,476.0
cbfb,ctso,567.0
cbfb,snx30,403.0
cbfb,nup88,435.0
cbfb,pcmtd2,364.0
cbfb,btg2,620.0
cbfb,prep,544.0
cbfb,ccl4,403.0
cbfb,ptprs,467.0
cbfb,msmo1,475.0
cbfb,mettl27,499.0
cbfb,gimap5,426.0
cbfb,eif4enif1,555.0
cbfb,tcirg1,359.0
cbfb,atp10a,423.0
cbfb,ganab,532.0
cbfb,rps6ka5,413.0
cbfb,tipin,442.0
cbfb,iars2,443.0
cbfb,edem1,385.0
cbfb,g6pdx,491.0
cbfb,erlin1,461.0
cbfb,tbc1d9b,305.0
cbfb,e2f4,343.0
cbfb,zmiz1,309.0
cbfb,uba2,458.0
cbfb,tbc1d5,395.0
cbfb,serpinb6b,298.0
cbfb,pfkfb3,446.0
cbfb,gmnn,490.0
cbfb,lmo4,467.0
cbfb,h2-dma,361.0
cbfb,sgpp1,315.0
cbfb,sgms1,257.0
cbfb,cers4,308.0
cbfb,maml3,326.0
cbfb,epsti1,402.0
cbfb,kif13a,264.0
cbfb,ltb,350.0
cbfb,plxnc1,390.0
cbfb,ercc8,412.0
cbfb,cad,464.0
cbfb,ppp1r15a,330.0
cbfb,parp8,588.0
cbfb,ndrg1,364.0
cbfb,syk,404.0
cbfb,rin3,447.0
cbfb,sort1,446.0
cbfb,rpa1,311.0
cbfb,cnn3,365.0
cbfb,mpl,469.0
cbfb,mcm2,326.0
cbfb,atad1,412.0
cbfb,nmd3,409.0
cbfb,dock11,332.0
cbfb,mcoln2,411.0
cbfb,cyb5r1,417.0
cbfb,acot9,432.0
cbfb,emid1,453.0
cbfb,st6galnac4,391.0
cbfb,ankrd44,501.0
cbfb,ccnb1,654.0
cbfb,klf6,343.0
cbfb,flot2,260.0
cbfb,atp11c,401.0
cbfb,gria3,440.0
cbfb,sfxn1,341.0
cbfb,mpo,465.0
cbfb,sla,443.0
cbfb,mettl7a1,381.0
cbfb,hspa1a,351.0
cbfb,knstrn,502.0
cbfb,gng12,428.0
cbfb,mcm10,442.0
cbfb,ccdc50,348.0
cbfb,flt3,448.0
cbfb,adssl1,293.0
cbfb,tmem176a,567.0
cbfb,gfi1b,401.0
cbfb,gimap6,395.0
cbfb,tyms,341.0
cbfb,ccnb2,573.0
cbfb,timp2,426.0
cbfb,slc28a2,426.0
cbfb,isyna1,408.0
cbfb,hexa,429.0
cbfb,tm6sf1,401.0
cbfb,stom,306.0
cbfb,socs2,358.0
cbfb,gns,309.0
cbfb,xpnpep1,310.0
cbfb,hlf,260.0
cbfb,gbp7,390.0
cbfb,jun,400.0
cbfb,mapkapk3,289.0
cbfb,clec4e,427.0
cbfb,cln5,527.0
cbfb,pttg1ip,347.0
cbfb,umps,421.0
cbfb,selenop,359.0
cbfb,9530068e07rik,338.0
cbfb,mtfr1,378.0
cbfb,nde1,294.0
cbfb,gimap8,377.0
cbfb,gsr,331.0
cbfb,bid,433.0
cbfb,fam91a1,389.0
cbfb,tecpr1,341.0
cbfb,tbc1d2b,263.0
cbfb,golim4,288.0
cbfb,s100a6,409.0
cbfb,nampt,366.0
cbfb,laptm4b,357.0
cbfb,ergic1,327.0
cbfb,usp11,332.0
cbfb,tnfrsf13c,270.0
cbfb,pus7,428.0
cbfb,gimap1,334.0
cbfb,mfng,264.0
cbfb,unc93b1,198.0
cbfb,cdc6,455.0
cbfb,zfp945,293.0
cbfb,micu1,324.0
cbfb,iars,439.0
cbfb,hdgfl3,313.0
cbfb,cers6,279.0
cbfb,tmx3,389.0
cbfb,gusb,332.0
cbfb,tgtp2,190.0
cbfb,akna,279.0
cbfb,slc29a1,451.0
cbfb,glipr2,286.0
cbfb,hells,347.0
cbfb,slc37a1,343.0
cbfb,rps6ka3,290.0
cbfb,phf10,241.0
cbfb,prkcd,257.0
cbfb,sorl1,287.0
cbfb,slfn2,286.0
cbfb,egr1,261.0
cbfb,taf12,264.0
cbfb,mfsd14b,297.0
cbfb,chrnb1,225.0
cbfb,mtmr1,210.0
cbfb,idh3a,341.0
cbfb,fut7,377.0
cbfb,epb41l4b,324.0
cbfb,inpp5b,253.0
cbfb,phf6,291.0
cbfb,sell,310.0
cbfb,ube2l6,265.0
cbfb,trmt11,215.0
cbfb,nfam1,318.0
cbfb,mbnl3,293.0
cbfb,plscr4,274.0
cbfb,map4k2,213.0
cbfb,hacd4,450.0
cbfb,flnb,317.0
cbfb,fam171a1,332.0
cbfb,alas1,274.0
cbfb,hmgb3,303.0
cbfb,gp9,336.0
cbfb,itch,305.0
cbfb,gcnt2,419.0
cbfb,igfbp4,378.0
cbfb,kif22,331.0
cbfb,cd82,192.0
cbfb,arhgef39,285.0
cbfb,padi4,289.0
cbfb,cttn,226.0
cbfb,spidr,301.0
cbfb,hid1,301.0
cbfb,ddx58,299.0
cbfb,kcnk5,169.0
cbfb,fuca2,245.0
cbfb,fam111a,254.0
cbfb,tspan2,207.0
cbfb,icam1,238.0
cbfb,nudt4,248.0
cbfb,atp6ap1,212.0
cbfb,pole,199.0
cbfb,osbpl1a,178.0
cbfb,nuak2,134.0
cbfb,igtp,211.0
cbfb,slc43a3,127.0
cbfb,angpt1,210.0
cbfb,abcg2,277.0
cbfb,gpr160,167.0
cbfb,tk1,160.0
cbfb,csgalnact1,219.0
cbfb,ctsz,255.0
cbfb,pola2,195.0
cbfb,arrdc4,254.0
cbfb,pim2,247.0
cbfb,fcgr3,228.0
cbfb,emb,149.0
cbfb,fggy,157.0
cbfb,vav3,224.0
cbfb,csad,212.0
cbfb,scarb1,171.0
cbfb,pclaf,248.0
cbfb,adora2a,178.0
cbfb,pak1,162.0
cbfb,irgm2,131.0
cbfb,lyn,141.0
cbfb,pear1,205.0
cbfb,calcrl,209.0
cbfb,pla2g12a,242.0
cbfb,gbp2,199.0
cbfb,h1f0,218.0
cbfb,tcn2,182.0
cbfb,rasa4,176.0
cbfb,nkg7,238.0
cbfb,myo1g,173.0
cbfb,enpp5,198.0
cbfb,rtp4,170.0
cbfb,vipr2,210.0
cbfb,prps2,203.0
cbfb,tyrobp,127.0
cbfb,ctla2b,171.0
cbfb,rp2,137.0
cbfb,haao,326.0
cbfb,sirpa,228.0
cbfb,il17ra,187.0
cbfb,napsa,179.0
cbfb,myl10,188.0
cbfb,cand2,216.0
cbfb,smpdl3a,190.0
cbfb,ssh3,153.0
cbfb,ggta1,177.0
cbfb,man2a2,175.0
cbfb,pik3ip1,102.0
cbfb,rab44,173.0
cbfb,ubl4a,195.0
cbfb,prkcq,142.0
cbfb,gem,145.0
cbfb,apoe,138.0
cbfb,prim1,260.0
cbfb,xaf1,148.0
cbfb,ifi203,150.0
cbfb,fcer1g,245.0
cbfb,abcb10,171.0
cbfb,tent5a,135.0
cbfb,emilin1,157.0
cbfb,sh3bgrl,115.0
cbfb,tor3a,142.0
cbfb,tmem246,126.0
cbfb,thsd1,148.0
cbfb,ddx60,131.0
cbfb,b3gnt5,109.0
cbfb,arl11,206.0
cbfb,cd53,203.0
cbfb,ptgr1,106.0
cbfb,neurl3,193.0
cbfb,lgals1,189.0
cbfb,susd3,188.0
cbfb,scarf1,179.0
cbfb,rassf4,178.0
cbfb,tle2,174.0
cbfb,ctsg,174.0
cbfb,tnip3,167.0
cbfb,mcpt8,164.0
cbfb,eng,164.0
cbfb,cnrip1,161.0
cbfb,zfp36,151.0
cbfb,sh2d5,151.0
cbfb,ptgs1,150.0
cbfb,gng11,144.0
cbfb,il12a,134.0
cbfb,pecam1,131.0
cbfb,maged2,131.0
cbfb,mc5r,129.0
cbfb,myct1,124.0
cbfb,plek,121.0
cbfb,cd9,121.0
cbfb,irf8,120.0
cbfb,svip,119.0
cbfb,ifi209,119.0
cbfb,shisa8,117.0
cbfb,anxa1,112.0
cbfb,flna,108.0
cbfb,csf2rb,108.0
cbfb,grina,104.0
cbx7,dock10,1006.0
cbx7,mecom,1074.0
cbx7,hdgfl3,875.0
cbx7,shisa8,951.0
cbx7,hspa1a,835.0
cbx7,cdkn1c,713.0
cbx7,prkch,942.0
cbx7,maml3,796.0
cbx7,plxnc1,802.0
cbx7,csgalnact1,1189.0
cbx7,satb1,842.0
cbx7,eya2,995.0
cbx7,flt3,927.0
cbx7,slco3a1,1032.0
cbx7,efcc1,749.0
cbx7,tent5a,774.0
cbx7,kctd12,855.0
cbx7,zfp467,821.0
cbx7,lyn,902.0
cbx7,vav3,840.0
cbx7,pfkfb3,797.0
cbx7,bcl2,954.0
cbx7,h2-q6,856.0
cbx7,tm6sf1,908.0
cbx7,parp8,777.0
cbx7,tmem229b,812.0
cbx7,col4a2,627.0
cbx7,adora2a,854.0
cbx7,epb41l4b,829.0
cbx7,igfbp4,731.0
cbx7,atp10a,813.0
cbx7,camk2d,702.0
cbx7,trim47,661.0
cbx7,rgcc,819.0
cbx7,tnfrsf21,789.0
cbx7,sgpp1,714.0
cbx7,nuak2,874.0
cbx7,zmiz1,553.0
cbx7,trpc6,760.0
cbx7,dhrs3,697.0
cbx7,rcsd1,681.0
cbx7,tsc22d3,589.0
cbx7,pip4k2a,578.0
cbx7,mllt3,669.0
cbx7,hlf,695.0
cbx7,rin3,674.0
cbx7,spns2,674.0
cbx7,vipr2,700.0
cbx7,jun,633.0
cbx7,slc22a3,641.0
cbx7,gria3,583.0
cbx7,rel,624.0
cbx7,obsl1,593.0
cbx7,fam102b,563.0
cbx7,hdac7,552.0
cbx7,rab31,593.0
cbx7,golim4,610.0
cbx7,slc18a2,596.0
cbx7,st8sia4,503.0
cbx7,sirpa,513.0
cbx7,susd3,548.0
cbx7,cyp4v3,722.0
cbx7,ndn,599.0
cbx7,pear1,537.0
cbx7,galnt6,634.0
cbx7,zhx1,534.0
cbx7,smarca2,395.0
cbx7,ndrg1,787.0
cbx7,tec,485.0
cbx7,irf8,639.0
cbx7,ankrd44,592.0
cbx7,tgfbr1,413.0
cbx7,gatm,466.0
cbx7,timp2,419.0
cbx7,plscr4,558.0
cbx7,tspan2,496.0
cbx7,gng12,246.0
cbx7,adssl1,409.0
cbx7,prkcq,429.0
cbx7,slco4a1,665.0
cbx7,mfsd1,370.0
cbx7,rgs2,320.0
cbx7,cerk,410.0
cbx7,pkib,371.0
cbx7,mcoln2,386.0
cbx7,gem,341.0
cbx7,lpcat2,474.0
cbx7,cd44,387.0
cbx7,rab38,480.0
cbx7,txnip,262.0
cbx7,angpt1,294.0
cbx7,cd82,240.0
cbx7,gucy1a1,348.0
cbx7,otulinl,325.0
cbx7,cdca7,294.0
cbx7,plppr3,279.0
cbx7,d1ertd622e,246.0
cbx7,anxa5,297.0
cbx7,arid5a,343.0
cbx7,sh2d5,304.0
cbx7,prkcd,245.0
cbx7,anxa2,371.0
cbx7,cd34,271.0
cbx7,fstl1,447.0
cbx7,b3gnt5,581.0
cbx7,cers6,465.0
cbx7,f2r,385.0
cbx7,zfp422,295.0
cbx7,afap1l1,317.0
cbx7,pbx1,367.0
cbx7,tnfrsf13c,225.0
cbx7,hdac2,176.0
cbx7,sgms1,192.0
cbx7,ptgs1,184.0
cbx7,plxdc2,261.0
cbx7,smpdl3a,216.0
cbx7,cltc,177.0
cbx7,tle2,323.0
cbx7,mbnl3,321.0
cbx7,gata2,103.0
cbx7,thsd1,333.0
cbx7,rassf4,197.0
cbx7,tes,460.0
cbx7,fgl2,257.0
cbx7,krt18,191.0
cbx7,hjurp,256.0
cbx7,panx1,316.0
cbx7,ggta1,253.0
cbx7,il17ra,112.0
cbx7,mlkl,377.0
cbx7,flnb,217.0
cbx7,slc43a3,219.0
cbx7,grk3,127.0
cbx7,sorl1,182.0
cbx7,e2f8,247.0
cbx7,ada,258.0
cbx7,nrros,226.0
cbx7,fem1a,328.0
cbx7,unc93b1,124.0
cbx7,nceh1,180.0
cbx7,cd63,131.0
cbx7,abce1,152.0
cbx7,tmem246,188.0
cbx7,dennd2d,144.0
cbx7,emid1,144.0
cbx7,vsir,145.0
cbx7,fam171a1,195.0
cbx7,retreg1,135.0
cbx7,ldhb,251.0
cbx7,hmgb3,153.0
cbx7,erlin1,156.0
cbx7,eif2b1,232.0
cbx7,ncapg2,139.0
cbx7,glipr2,150.0
