Gene1,Gene2
Gene_3,Gene_19
Gene_3,Gene_20
Gene_3,Gene_23
Gene_3,Gene_24
Gene_3,Gene_25
Gene_3,Gene_26
Gene_3,Gene_27
Gene_3,Gene_28
Gene_3,Gene_29
Gene_3,Gene_31
Gene_3,Gene_32
Gene_3,Gene_34
Gene_3,Gene_35
Gene_3,Gene_36
Gene_3,Gene_37
Gene_3,Gene_38
Gene_3,Gene_39
Gene_3,Gene_40
Gene_3,Gene_42
Gene_3,Gene_44
Gene_3,Gene_45
Gene_3,Gene_46
Gene_3,Gene_47
Gene_3,Gene_48
Gene_3,Gene_50
Gene_3,Gene_51
Gene_3,Gene_52
Gene_3,Gene_53
Gene_3,Gene_54
Gene_3,Gene_55
Gene_3,Gene_56
Gene_3,Gene_57
Gene_3,Gene_58
Gene_3,Gene_59
Gene_3,Gene_60
Gene_3,Gene_61
Gene_3,Gene_62
Gene_3,Gene_63
Gene_3,Gene_64
Gene_3,Gene_67
Gene_3,Gene_68
Gene_3,Gene_70
Gene_3,Gene_71
Gene_3,Gene_73
Gene_3,Gene_74
Gene_3,Gene_75
Gene_3,Gene_76
Gene_3,Gene_77
Gene_3,Gene_78
Gene_3,Gene_79
Gene_3,Gene_80
Gene_3,Gene_81
Gene_3,Gene_82
Gene_3,Gene_83
Gene_3,Gene_84
Gene_3,Gene_85
Gene_3,Gene_86
Gene_3,Gene_87
Gene_3,Gene_88
Gene_3,Gene_89
Gene_3,Gene_90
Gene_3,Gene_91
Gene_3,Gene_92
Gene_3,Gene_94
Gene_3,Gene_95
Gene_3,Gene_96
Gene_3,Gene_99
Gene_4,Gene_0
Gene_4,Gene_1
Gene_4,Gene_2
Gene_4,Gene_3
Gene_4,Gene_4
Gene_4,Gene_5
Gene_4,Gene_9
Gene_4,Gene_10
Gene_4,Gene_11
Gene_4,Gene_12
Gene_4,Gene_13
Gene_4,Gene_14
Gene_4,Gene_15
Gene_4,Gene_16
Gene_4,Gene_17
Gene_4,Gene_19
Gene_4,Gene_20
Gene_4,Gene_21
Gene_4,Gene_23
Gene_4,Gene_24
Gene_4,Gene_25
Gene_4,Gene_26
Gene_4,Gene_27
Gene_4,Gene_28
Gene_4,Gene_29
Gene_4,Gene_32
Gene_4,Gene_33
Gene_4,Gene_34
Gene_4,Gene_35
Gene_4,Gene_37
Gene_4,Gene_39
Gene_4,Gene_41
Gene_4,Gene_42
Gene_4,Gene_44
Gene_4,Gene_45
Gene_4,Gene_46
Gene_4,Gene_47
Gene_4,Gene_48
Gene_4,Gene_49
Gene_4,Gene_50
Gene_4,Gene_51
Gene_4,Gene_52
Gene_4,Gene_53
Gene_4,Gene_54
Gene_4,Gene_55
Gene_4,Gene_56
Gene_4,Gene_57
Gene_4,Gene_58
Gene_4,Gene_60
Gene_4,Gene_61
Gene_4,Gene_62
Gene_4,Gene_64
Gene_4,Gene_66
Gene_4,Gene_67
Gene_4,Gene_71
Gene_4,Gene_72
Gene_4,Gene_73
Gene_4,Gene_75
Gene_4,Gene_76
Gene_4,Gene_77
Gene_4,Gene_78
Gene_4,Gene_79
Gene_4,Gene_80
Gene_4,Gene_81
Gene_4,Gene_82
Gene_4,Gene_83
Gene_4,Gene_84
Gene_4,Gene_86
Gene_4,Gene_87
Gene_4,Gene_88
Gene_4,Gene_90
Gene_4,Gene_91
Gene_4,Gene_92
Gene_4,Gene_94
Gene_4,Gene_95
Gene_4,Gene_97
Gene_4,Gene_98
Gene_4,Gene_99
Gene_5,Gene_0
Gene_5,Gene_2
Gene_5,Gene_4
Gene_5,Gene_5
Gene_5,Gene_7
Gene_5,Gene_8
Gene_5,Gene_9
Gene_5,Gene_10
Gene_5,Gene_11
Gene_5,Gene_12
Gene_5,Gene_13
Gene_5,Gene_14
Gene_5,Gene_15
Gene_5,Gene_16
Gene_5,Gene_17
Gene_5,Gene_18
Gene_5,Gene_19
Gene_5,Gene_21
Gene_5,Gene_22
Gene_5,Gene_23
Gene_5,Gene_24
Gene_5,Gene_25
Gene_5,Gene_26
Gene_5,Gene_27
Gene_5,Gene_28
Gene_5,Gene_29
Gene_5,Gene_30
Gene_5,Gene_31
Gene_5,Gene_32
Gene_5,Gene_34
Gene_5,Gene_35
Gene_5,Gene_36
Gene_5,Gene_37
Gene_5,Gene_38
Gene_5,Gene_39
Gene_5,Gene_41
Gene_5,Gene_42
Gene_5,Gene_43
Gene_5,Gene_44
Gene_5,Gene_45
Gene_5,Gene_47
Gene_5,Gene_48
Gene_5,Gene_49
Gene_5,Gene_50
Gene_5,Gene_51
Gene_5,Gene_52
Gene_5,Gene_55
Gene_5,Gene_56
Gene_5,Gene_57
Gene_5,Gene_58
Gene_5,Gene_59
Gene_5,Gene_60
Gene_5,Gene_61
Gene_5,Gene_62
Gene_5,Gene_63
Gene_5,Gene_64
Gene_5,Gene_65
Gene_5,Gene_66
Gene_5,Gene_68
Gene_5,Gene_69
Gene_5,Gene_70
Gene_5,Gene_72
Gene_5,Gene_73
Gene_5,Gene_74
Gene_5,Gene_76
Gene_5,Gene_77
Gene_5,Gene_78
Gene_5,Gene_79
Gene_5,Gene_80
Gene_5,Gene_82
Gene_5,Gene_83
Gene_5,Gene_84
Gene_5,Gene_85
Gene_5,Gene_87
Gene_5,Gene_89
Gene_5,Gene_91
Gene_5,Gene_92
Gene_5,Gene_93
Gene_5,Gene_95
Gene_5,Gene_97
Gene_5,Gene_98
Gene_6,Gene_1
Gene_6,Gene_2
Gene_6,Gene_4
Gene_6,Gene_5
Gene_6,Gene_6
Gene_6,Gene_7
Gene_6,Gene_8
Gene_6,Gene_10
Gene_6,Gene_11
Gene_6,Gene_12
Gene_6,Gene_13
Gene_6,Gene_14
Gene_6,Gene_15
Gene_6,Gene_16
Gene_6,Gene_17
Gene_6,Gene_18
Gene_6,Gene_20
Gene_6,Gene_22
Gene_6,Gene_23
Gene_6,Gene_24
Gene_6,Gene_25
Gene_6,Gene_26
Gene_6,Gene_27
Gene_6,Gene_28
Gene_6,Gene_30
Gene_6,Gene_31
Gene_6,Gene_33
Gene_6,Gene_34
Gene_6,Gene_35
Gene_6,Gene_36
Gene_6,Gene_38
Gene_6,Gene_39
Gene_6,Gene_40
Gene_6,Gene_41
Gene_6,Gene_42
Gene_6,Gene_43
Gene_6,Gene_44
Gene_6,Gene_45
Gene_6,Gene_47
Gene_6,Gene_48
Gene_6,Gene_49
Gene_6,Gene_50
Gene_6,Gene_52
Gene_6,Gene_54
Gene_6,Gene_55
Gene_6,Gene_58
Gene_6,Gene_60
Gene_6,Gene_62
Gene_6,Gene_63
Gene_6,Gene_64
Gene_6,Gene_65
Gene_6,Gene_66
Gene_6,Gene_67
Gene_6,Gene_68
Gene_6,Gene_69
Gene_6,Gene_70
Gene_6,Gene_71
Gene_6,Gene_72
Gene_6,Gene_73
Gene_6,Gene_74
Gene_6,Gene_75
Gene_6,Gene_77
Gene_6,Gene_78
Gene_6,Gene_81
Gene_6,Gene_83
Gene_6,Gene_84
Gene_6,Gene_85
Gene_6,Gene_86
Gene_6,Gene_87
Gene_6,Gene_88
Gene_6,Gene_89
Gene_6,Gene_90
Gene_6,Gene_92
Gene_6,Gene_93
Gene_6,Gene_94
Gene_6,Gene_95
Gene_6,Gene_96
Gene_6,Gene_98
Gene_6,Gene_99
Gene_7,Gene_0
Gene_7,Gene_1
Gene_7,Gene_2
Gene_7,Gene_5
Gene_7,Gene_6
Gene_7,Gene_7
Gene_7,Gene_8
Gene_7,Gene_10
Gene_7,Gene_11
Gene_7,Gene_14
Gene_7,Gene_16
Gene_7,Gene_17
Gene_7,Gene_18
Gene_7,Gene_20
Gene_7,Gene_22
Gene_7,Gene_23
Gene_7,Gene_24
Gene_7,Gene_25
Gene_7,Gene_27
Gene_7,Gene_28
Gene_7,Gene_29
Gene_7,Gene_30
Gene_7,Gene_31
Gene_7,Gene_32
Gene_7,Gene_33
Gene_7,Gene_34
Gene_7,Gene_35
Gene_7,Gene_38
Gene_7,Gene_40
Gene_7,Gene_41
Gene_7,Gene_42
Gene_7,Gene_45
Gene_7,Gene_46
Gene_7,Gene_47
Gene_7,Gene_48
Gene_7,Gene_49
Gene_7,Gene_50
Gene_7,Gene_52
Gene_7,Gene_53
Gene_7,Gene_54
Gene_7,Gene_55
Gene_7,Gene_56
Gene_7,Gene_58
Gene_7,Gene_59
Gene_7,Gene_62
Gene_7,Gene_63
Gene_7,Gene_64
Gene_7,Gene_65
Gene_7,Gene_66
Gene_7,Gene_68
Gene_7,Gene_70
Gene_7,Gene_72
Gene_7,Gene_73
Gene_7,Gene_74
Gene_7,Gene_76
Gene_7,Gene_77
Gene_7,Gene_78
Gene_7,Gene_79
Gene_7,Gene_81
Gene_7,Gene_83
Gene_7,Gene_84
Gene_7,Gene_85
Gene_7,Gene_86
Gene_7,Gene_87
Gene_7,Gene_88
Gene_7,Gene_89
Gene_7,Gene_90
Gene_7,Gene_91
Gene_7,Gene_92
Gene_7,Gene_93
Gene_7,Gene_94
Gene_7,Gene_95
Gene_7,Gene_98
Gene_7,Gene_99
Gene_8,Gene_0
Gene_8,Gene_1
Gene_8,Gene_2
Gene_8,Gene_4
Gene_8,Gene_5
Gene_8,Gene_6
Gene_8,Gene_7
Gene_8,Gene_8
Gene_8,Gene_9
Gene_8,Gene_10
Gene_8,Gene_11
Gene_8,Gene_12
Gene_8,Gene_14
Gene_8,Gene_15
Gene_8,Gene_16
Gene_8,Gene_17
Gene_8,Gene_18
Gene_8,Gene_19
Gene_8,Gene_20
Gene_8,Gene_21
Gene_8,Gene_22
Gene_8,Gene_23
Gene_8,Gene_24
Gene_8,Gene_25
Gene_8,Gene_26
Gene_8,Gene_28
Gene_8,Gene_29
Gene_8,Gene_30
Gene_8,Gene_31
Gene_8,Gene_33
Gene_8,Gene_34
Gene_8,Gene_36
Gene_8,Gene_37
Gene_8,Gene_38
Gene_8,Gene_39
Gene_8,Gene_40
Gene_8,Gene_41
Gene_8,Gene_42
Gene_8,Gene_43
Gene_8,Gene_44
Gene_8,Gene_45
Gene_8,Gene_46
Gene_8,Gene_47
Gene_8,Gene_48
Gene_8,Gene_49
Gene_8,Gene_50
Gene_8,Gene_51
Gene_8,Gene_52
Gene_8,Gene_53
Gene_8,Gene_54
Gene_8,Gene_55
Gene_8,Gene_56
Gene_8,Gene_57
Gene_8,Gene_58
Gene_8,Gene_60
Gene_8,Gene_61
Gene_8,Gene_62
Gene_8,Gene_63
Gene_8,Gene_64
Gene_8,Gene_65
Gene_8,Gene_66
Gene_8,Gene_67
Gene_8,Gene_68
Gene_8,Gene_70
Gene_8,Gene_71
Gene_8,Gene_72
Gene_8,Gene_73
Gene_8,Gene_74
Gene_8,Gene_75
Gene_8,Gene_76
Gene_8,Gene_77
Gene_8,Gene_78
Gene_8,Gene_81
Gene_8,Gene_83
Gene_8,Gene_84
Gene_8,Gene_85
Gene_8,Gene_86
Gene_8,Gene_87
Gene_8,Gene_88
Gene_8,Gene_89
Gene_8,Gene_90
Gene_8,Gene_91
Gene_8,Gene_93
Gene_8,Gene_94
Gene_8,Gene_98
Gene_8,Gene_99
Gene_9,Gene_0
Gene_9,Gene_1
Gene_9,Gene_2
Gene_9,Gene_3
Gene_9,Gene_4
Gene_9,Gene_5
Gene_9,Gene_6
Gene_9,Gene_7
Gene_9,Gene_8
Gene_9,Gene_9
Gene_9,Gene_10
Gene_9,Gene_11
Gene_9,Gene_15
Gene_9,Gene_18
Gene_9,Gene_19
Gene_9,Gene_20
Gene_9,Gene_21
Gene_9,Gene_22
Gene_9,Gene_23
Gene_9,Gene_25
Gene_9,Gene_26
Gene_9,Gene_27
Gene_9,Gene_28
Gene_9,Gene_29
Gene_9,Gene_30
Gene_9,Gene_31
Gene_9,Gene_32
Gene_9,Gene_33
Gene_9,Gene_34
Gene_9,Gene_35
Gene_9,Gene_37
Gene_9,Gene_38
Gene_9,Gene_39
Gene_9,Gene_40
Gene_9,Gene_43
Gene_9,Gene_44
Gene_9,Gene_45
Gene_9,Gene_48
Gene_9,Gene_49
Gene_9,Gene_50
Gene_9,Gene_52
Gene_9,Gene_54
Gene_9,Gene_55
Gene_9,Gene_56
Gene_9,Gene_59
Gene_9,Gene_61
Gene_9,Gene_62
Gene_9,Gene_63
Gene_9,Gene_64
Gene_9,Gene_65
Gene_9,Gene_66
Gene_9,Gene_68
Gene_9,Gene_70
Gene_9,Gene_71
Gene_9,Gene_72
Gene_9,Gene_73
Gene_9,Gene_75
Gene_9,Gene_76
Gene_9,Gene_77
Gene_9,Gene_78
Gene_9,Gene_79
Gene_9,Gene_80
Gene_9,Gene_81
Gene_9,Gene_82
Gene_9,Gene_83
Gene_9,Gene_84
Gene_9,Gene_85
Gene_9,Gene_87
Gene_9,Gene_88
Gene_9,Gene_89
Gene_9,Gene_90
Gene_9,Gene_91
Gene_9,Gene_92
Gene_9,Gene_94
Gene_9,Gene_95
Gene_9,Gene_96
Gene_9,Gene_97
Gene_9,Gene_98
Gene_10,Gene_0
Gene_10,Gene_1
Gene_10,Gene_2
Gene_10,Gene_3
Gene_10,Gene_4
Gene_10,Gene_6
Gene_10,Gene_7
Gene_10,Gene_8
Gene_10,Gene_9
Gene_10,Gene_11
Gene_10,Gene_12
Gene_10,Gene_13
Gene_10,Gene_14
Gene_10,Gene_15
Gene_10,Gene_16
Gene_10,Gene_17
Gene_10,Gene_18
Gene_10,Gene_19
Gene_10,Gene_21
Gene_10,Gene_22
Gene_10,Gene_23
Gene_10,Gene_24
Gene_10,Gene_25
Gene_10,Gene_26
Gene_10,Gene_27
Gene_10,Gene_28
Gene_10,Gene_29
Gene_10,Gene_30
Gene_10,Gene_31
Gene_10,Gene_32
Gene_10,Gene_33
Gene_10,Gene_34
Gene_10,Gene_35
Gene_10,Gene_36
Gene_10,Gene_37
Gene_10,Gene_38
Gene_10,Gene_39
Gene_10,Gene_40
Gene_10,Gene_42
Gene_10,Gene_43
Gene_10,Gene_44
Gene_10,Gene_45
Gene_10,Gene_46
Gene_10,Gene_47
Gene_10,Gene_48
Gene_10,Gene_49
Gene_10,Gene_50
Gene_10,Gene_51
Gene_10,Gene_52
Gene_10,Gene_53
Gene_10,Gene_55
Gene_10,Gene_56
Gene_10,Gene_57
Gene_10,Gene_58
Gene_10,Gene_59
Gene_10,Gene_60
Gene_10,Gene_61
Gene_10,Gene_63
Gene_10,Gene_64
Gene_10,Gene_65
Gene_10,Gene_66
Gene_10,Gene_67
Gene_10,Gene_68
Gene_10,Gene_69
Gene_10,Gene_70
Gene_10,Gene_71
Gene_10,Gene_72
Gene_10,Gene_74
Gene_10,Gene_75
Gene_10,Gene_77
Gene_10,Gene_79
Gene_10,Gene_80
Gene_10,Gene_81
Gene_10,Gene_82
Gene_10,Gene_83
Gene_10,Gene_84
Gene_10,Gene_85
Gene_10,Gene_86
Gene_10,Gene_87
Gene_10,Gene_88
Gene_10,Gene_89
Gene_10,Gene_91
Gene_10,Gene_92
Gene_10,Gene_93
Gene_10,Gene_94
Gene_10,Gene_97
Gene_10,Gene_98
Gene_10,Gene_99
Gene_11,Gene_0
Gene_11,Gene_1
Gene_11,Gene_2
Gene_11,Gene_3
Gene_11,Gene_4
Gene_11,Gene_5
Gene_11,Gene_6
Gene_11,Gene_7
Gene_11,Gene_8
Gene_11,Gene_10
Gene_11,Gene_11
Gene_11,Gene_12
Gene_11,Gene_13
Gene_11,Gene_14
Gene_11,Gene_15
Gene_11,Gene_17
Gene_11,Gene_18
Gene_11,Gene_19
Gene_11,Gene_20
Gene_11,Gene_21
Gene_11,Gene_22
Gene_11,Gene_23
Gene_11,Gene_24
Gene_11,Gene_25
Gene_11,Gene_27
Gene_11,Gene_28
Gene_11,Gene_29
Gene_11,Gene_31
Gene_11,Gene_33
Gene_11,Gene_36
Gene_11,Gene_37
Gene_11,Gene_38
Gene_11,Gene_39
Gene_11,Gene_40
Gene_11,Gene_41
Gene_11,Gene_42
Gene_11,Gene_43
Gene_11,Gene_44
Gene_11,Gene_46
Gene_11,Gene_47
Gene_11,Gene_48
Gene_11,Gene_49
Gene_11,Gene_50
Gene_11,Gene_51
Gene_11,Gene_52
Gene_11,Gene_53
Gene_11,Gene_54
Gene_11,Gene_56
Gene_11,Gene_57
Gene_11,Gene_58
Gene_11,Gene_61
Gene_11,Gene_62
Gene_11,Gene_63
Gene_11,Gene_64
Gene_11,Gene_65
Gene_11,Gene_66
Gene_11,Gene_67
Gene_11,Gene_68
Gene_11,Gene_70
Gene_11,Gene_71
Gene_11,Gene_72
Gene_11,Gene_73
Gene_11,Gene_74
Gene_11,Gene_75
Gene_11,Gene_76
Gene_11,Gene_77
Gene_11,Gene_78
Gene_11,Gene_79
Gene_11,Gene_80
Gene_11,Gene_81
Gene_11,Gene_82
Gene_11,Gene_83
Gene_11,Gene_84
Gene_11,Gene_86
Gene_11,Gene_87
Gene_11,Gene_88
Gene_11,Gene_89
Gene_11,Gene_90
Gene_11,Gene_91
Gene_11,Gene_92
Gene_11,Gene_93
Gene_11,Gene_94
Gene_11,Gene_95
Gene_11,Gene_96
Gene_11,Gene_98
Gene_11,Gene_99
Gene_12,Gene_1
Gene_12,Gene_2
Gene_12,Gene_4
Gene_12,Gene_5
Gene_12,Gene_6
Gene_12,Gene_7
Gene_12,Gene_8
Gene_12,Gene_9
Gene_12,Gene_10
Gene_12,Gene_11
Gene_12,Gene_13
Gene_12,Gene_14
Gene_12,Gene_15
Gene_12,Gene_17
Gene_12,Gene_18
Gene_12,Gene_19
Gene_12,Gene_20
Gene_12,Gene_21
Gene_12,Gene_22
Gene_12,Gene_23
Gene_12,Gene_24
Gene_12,Gene_25
Gene_12,Gene_26
Gene_12,Gene_27
Gene_12,Gene_28
Gene_12,Gene_30
Gene_12,Gene_31
Gene_12,Gene_32
Gene_12,Gene_33
Gene_12,Gene_34
Gene_12,Gene_36
Gene_12,Gene_37
Gene_12,Gene_38
Gene_12,Gene_39
Gene_12,Gene_40
Gene_12,Gene_41
Gene_12,Gene_42
Gene_12,Gene_43
Gene_12,Gene_44
Gene_12,Gene_45
Gene_12,Gene_46
Gene_12,Gene_48
Gene_12,Gene_49
Gene_12,Gene_50
Gene_12,Gene_51
Gene_12,Gene_53
Gene_12,Gene_55
Gene_12,Gene_56
Gene_12,Gene_57
Gene_12,Gene_58
Gene_12,Gene_59
Gene_12,Gene_60
Gene_12,Gene_61
Gene_12,Gene_62
Gene_12,Gene_63
Gene_12,Gene_64
Gene_12,Gene_65
Gene_12,Gene_67
Gene_12,Gene_68
Gene_12,Gene_69
Gene_12,Gene_70
Gene_12,Gene_72
Gene_12,Gene_73
Gene_12,Gene_74
Gene_12,Gene_75
Gene_12,Gene_76
Gene_12,Gene_78
Gene_12,Gene_79
Gene_12,Gene_80
Gene_12,Gene_81
Gene_12,Gene_82
Gene_12,Gene_83
Gene_12,Gene_84
Gene_12,Gene_87
Gene_12,Gene_88
Gene_12,Gene_89
Gene_12,Gene_90
Gene_12,Gene_91
Gene_12,Gene_92
Gene_12,Gene_93
Gene_12,Gene_94
Gene_12,Gene_95
Gene_12,Gene_96
Gene_12,Gene_97
Gene_12,Gene_98
Gene_12,Gene_99
Gene_13,Gene_1
Gene_13,Gene_2
Gene_13,Gene_4
Gene_13,Gene_6
Gene_13,Gene_7
Gene_13,Gene_8
Gene_13,Gene_9
Gene_13,Gene_10
Gene_13,Gene_11
Gene_13,Gene_12
Gene_13,Gene_13
Gene_13,Gene_14
Gene_13,Gene_15
Gene_13,Gene_16
Gene_13,Gene_17
Gene_13,Gene_20
Gene_13,Gene_21
Gene_13,Gene_22
Gene_13,Gene_24
Gene_13,Gene_26
Gene_13,Gene_27
Gene_13,Gene_28
Gene_13,Gene_29
Gene_13,Gene_30
Gene_13,Gene_31
Gene_13,Gene_32
Gene_13,Gene_33
Gene_13,Gene_34
Gene_13,Gene_35
Gene_13,Gene_37
Gene_13,Gene_38
Gene_13,Gene_39
Gene_13,Gene_40
Gene_13,Gene_41
Gene_13,Gene_44
Gene_13,Gene_45
Gene_13,Gene_48
Gene_13,Gene_49
Gene_13,Gene_50
Gene_13,Gene_51
Gene_13,Gene_52
Gene_13,Gene_53
Gene_13,Gene_54
Gene_13,Gene_55
Gene_13,Gene_56
Gene_13,Gene_57
Gene_13,Gene_58
Gene_13,Gene_60
Gene_13,Gene_61
Gene_13,Gene_65
Gene_13,Gene_66
Gene_13,Gene_67
Gene_13,Gene_68
Gene_13,Gene_69
Gene_13,Gene_72
Gene_13,Gene_74
Gene_13,Gene_75
Gene_13,Gene_76
Gene_13,Gene_77
Gene_13,Gene_78
Gene_13,Gene_79
Gene_13,Gene_80
Gene_13,Gene_82
Gene_13,Gene_83
Gene_13,Gene_84
Gene_13,Gene_85
Gene_13,Gene_86
Gene_13,Gene_87
Gene_13,Gene_88
Gene_13,Gene_89
Gene_13,Gene_91
Gene_13,Gene_95
Gene_13,Gene_97
Gene_13,Gene_98
Gene_13,Gene_99
Gene_14,Gene_1
Gene_14,Gene_14
Gene_14,Gene_44
Gene_14,Gene_56
Gene_14,Gene_62
Gene_14,Gene_67
Gene_14,Gene_74
Gene_14,Gene_75
Gene_14,Gene_82
Gene_14,Gene_83
Gene_14,Gene_84
Gene_14,Gene_85
Gene_14,Gene_87
Gene_14,Gene_90
Gene_14,Gene_93
Gene_14,Gene_94
Gene_14,Gene_95
Gene_14,Gene_97
Gene_14,Gene_99
Gene_15,Gene_0
Gene_15,Gene_1
Gene_15,Gene_2
Gene_15,Gene_3
Gene_15,Gene_4
Gene_15,Gene_5
Gene_15,Gene_6
Gene_15,Gene_7
Gene_15,Gene_8
Gene_15,Gene_9
Gene_15,Gene_10
Gene_15,Gene_11
Gene_15,Gene_12
Gene_15,Gene_13
Gene_15,Gene_14
Gene_15,Gene_16
Gene_15,Gene_17
Gene_15,Gene_18
Gene_15,Gene_19
Gene_15,Gene_21
Gene_15,Gene_22
Gene_15,Gene_24
Gene_15,Gene_25
Gene_15,Gene_26
Gene_15,Gene_27
Gene_15,Gene_29
Gene_15,Gene_30
Gene_15,Gene_31
Gene_15,Gene_32
Gene_15,Gene_35
Gene_15,Gene_36
Gene_15,Gene_37
Gene_15,Gene_38
Gene_15,Gene_39
Gene_15,Gene_40
Gene_15,Gene_41
Gene_15,Gene_42
Gene_15,Gene_43
Gene_15,Gene_44
Gene_15,Gene_45
Gene_15,Gene_46
Gene_15,Gene_47
Gene_15,Gene_48
Gene_15,Gene_51
Gene_15,Gene_53
Gene_15,Gene_54
Gene_15,Gene_55
Gene_15,Gene_57
Gene_15,Gene_58
Gene_15,Gene_59
Gene_15,Gene_60
Gene_15,Gene_61
Gene_15,Gene_62
Gene_15,Gene_63
Gene_15,Gene_64
Gene_15,Gene_65
Gene_15,Gene_66
Gene_15,Gene_68
Gene_15,Gene_69
Gene_15,Gene_70
Gene_15,Gene_71
Gene_15,Gene_72
Gene_15,Gene_73
Gene_15,Gene_74
Gene_15,Gene_75
