Gene1,Gene2
Gene_56,Gene_28
Gene_56,Gene_29
Gene_56,Gene_30
Gene_56,Gene_31
Gene_56,Gene_32
Gene_56,Gene_33
Gene_56,Gene_34
Gene_56,Gene_35
Gene_56,Gene_36
Gene_56,Gene_37
Gene_56,Gene_38
Gene_56,Gene_39
Gene_56,Gene_40
Gene_56,Gene_41
Gene_56,Gene_42
Gene_56,Gene_43
Gene_56,Gene_44
Gene_56,Gene_45
Gene_56,Gene_46
Gene_56,Gene_47
Gene_56,Gene_48
Gene_56,Gene_49
Gene_56,Gene_50
Gene_56,Gene_51
Gene_56,Gene_52
Gene_56,Gene_53
Gene_56,Gene_54
Gene_56,Gene_55
Gene_56,Gene_56
Gene_56,Gene_57
Gene_56,Gene_58
Gene_56,Gene_59
Gene_56,Gene_60
Gene_56,Gene_61
Gene_56,Gene_62
Gene_56,Gene_63
Gene_56,Gene_64
Gene_56,Gene_65
Gene_56,Gene_66
Gene_56,Gene_67
Gene_56,Gene_68
Gene_56,Gene_69
Gene_56,Gene_70
Gene_56,Gene_71
Gene_56,Gene_72
Gene_56,Gene_73
Gene_56,Gene_74
Gene_56,Gene_75
Gene_56,Gene_76
Gene_56,Gene_77
Gene_56,Gene_78
Gene_56,Gene_79
Gene_56,Gene_80
Gene_56,Gene_81
Gene_56,Gene_82
Gene_56,Gene_83
Gene_56,Gene_84
Gene_56,Gene_85
Gene_56,Gene_86
Gene_56,Gene_87
Gene_56,Gene_88
Gene_56,Gene_89
Gene_56,Gene_90
Gene_56,Gene_91
Gene_56,Gene_92
Gene_56,Gene_93
Gene_56,Gene_94
Gene_56,Gene_95
Gene_56,Gene_96
Gene_56,Gene_97
Gene_56,Gene_98
Gene_56,Gene_99
Gene_62,Gene_0
Gene_62,Gene_1
Gene_62,Gene_2
Gene_62,Gene_3
Gene_62,Gene_4
Gene_62,Gene_5
Gene_62,Gene_6
Gene_62,Gene_7
Gene_62,Gene_8
Gene_62,Gene_9
Gene_62,Gene_10
Gene_62,Gene_11
Gene_62,Gene_12
Gene_62,Gene_13
Gene_62,Gene_14
Gene_62,Gene_15
Gene_62,Gene_16
Gene_62,Gene_17
Gene_62,Gene_18
Gene_62,Gene_19
Gene_62,Gene_20
Gene_62,Gene_21
Gene_62,Gene_22
Gene_62,Gene_23
Gene_62,Gene_24
Gene_62,Gene_25
Gene_62,Gene_26
Gene_62,Gene_27
Gene_62,Gene_28
Gene_62,Gene_29
Gene_62,Gene_30
Gene_62,Gene_31
Gene_62,Gene_32
Gene_62,Gene_33
Gene_62,Gene_34
Gene_62,Gene_35
Gene_62,Gene_36
Gene_62,Gene_37
Gene_62,Gene_38
Gene_62,Gene_39
Gene_62,Gene_40
Gene_62,Gene_41
Gene_62,Gene_42
Gene_62,Gene_43
Gene_62,Gene_44
Gene_62,Gene_45
Gene_62,Gene_46
Gene_62,Gene_47
Gene_62,Gene_48
Gene_62,Gene_49
Gene_62,Gene_50
Gene_62,Gene_51
Gene_62,Gene_56
Gene_62,Gene_57
Gene_62,Gene_58
Gene_62,Gene_59
Gene_62,Gene_62
Gene_62,Gene_67
Gene_62,Gene_69
Gene_62,Gene_74
Gene_62,Gene_81
Gene_62,Gene_82
Gene_62,Gene_84
Gene_62,Gene_89
Gene_62,Gene_92
Gene_62,Gene_93
Gene_84,Gene_0
Gene_84,Gene_1
Gene_84,Gene_2
Gene_84,Gene_3
Gene_84,Gene_4
Gene_84,Gene_5
Gene_84,Gene_6
Gene_84,Gene_7
Gene_84,Gene_8
Gene_84,Gene_9
Gene_84,Gene_10
Gene_84,Gene_11
Gene_84,Gene_12
Gene_84,Gene_13
Gene_84,Gene_14
Gene_84,Gene_15
Gene_84,Gene_16
Gene_84,Gene_17
Gene_84,Gene_18
Gene_84,Gene_19
Gene_84,Gene_20
Gene_84,Gene_21
Gene_84,Gene_22
Gene_84,Gene_23
Gene_84,Gene_24
Gene_84,Gene_25
Gene_84,Gene_26
Gene_84,Gene_27
Gene_84,Gene_28
Gene_84,Gene_29
Gene_84,Gene_30
Gene_84,Gene_31
Gene_84,Gene_32
Gene_84,Gene_33
Gene_84,Gene_34
Gene_84,Gene_35
Gene_84,Gene_36
Gene_84,Gene_37
Gene_84,Gene_38
Gene_84,Gene_39
Gene_84,Gene_40
Gene_84,Gene_41
Gene_84,Gene_42
Gene_84,Gene_43
Gene_84,Gene_44
Gene_84,Gene_45
Gene_84,Gene_46
Gene_84,Gene_47
Gene_84,Gene_48
Gene_84,Gene_49
Gene_84,Gene_50
Gene_84,Gene_51
Gene_84,Gene_52
Gene_84,Gene_53
Gene_84,Gene_54
Gene_84,Gene_55
Gene_84,Gene_56
Gene_84,Gene_57
Gene_84,Gene_58
Gene_84,Gene_59
Gene_84,Gene_60
Gene_84,Gene_62
Gene_84,Gene_65
Gene_84,Gene_66
Gene_84,Gene_67
Gene_84,Gene_68
Gene_84,Gene_69
Gene_84,Gene_72
Gene_84,Gene_73
Gene_84,Gene_74
Gene_84,Gene_76
Gene_84,Gene_78
Gene_84,Gene_79
Gene_84,Gene_80
Gene_84,Gene_81
Gene_84,Gene_82
Gene_84,Gene_84
Gene_84,Gene_85
Gene_84,Gene_86
Gene_84,Gene_87
Gene_84,Gene_89
Gene_84,Gene_90
Gene_84,Gene_91
Gene_84,Gene_92
Gene_84,Gene_93
Gene_84,Gene_94
Gene_84,Gene_95
Gene_84,Gene_96
Gene_84,Gene_98
Gene_93,Gene_0
Gene_93,Gene_1
Gene_93,Gene_2
Gene_93,Gene_3
Gene_93,Gene_4
Gene_93,Gene_5
Gene_93,Gene_6
Gene_93,Gene_7
Gene_93,Gene_8
Gene_93,Gene_9
Gene_93,Gene_10
Gene_93,Gene_11
Gene_93,Gene_12
Gene_93,Gene_13
Gene_93,Gene_14
Gene_93,Gene_15
Gene_93,Gene_16
Gene_93,Gene_17
Gene_93,Gene_18
Gene_93,Gene_19
Gene_93,Gene_20
Gene_93,Gene_21
Gene_93,Gene_22
Gene_93,Gene_23
Gene_93,Gene_24
Gene_93,Gene_25
Gene_93,Gene_26
Gene_93,Gene_27
Gene_93,Gene_28
Gene_93,Gene_29
Gene_93,Gene_30
Gene_93,Gene_31
Gene_93,Gene_32
Gene_93,Gene_33
Gene_93,Gene_34
Gene_93,Gene_35
Gene_93,Gene_36
Gene_93,Gene_37
Gene_93,Gene_38
Gene_93,Gene_39
Gene_93,Gene_40
Gene_93,Gene_41
Gene_93,Gene_42
Gene_93,Gene_43
Gene_93,Gene_44
Gene_93,Gene_45
Gene_93,Gene_46
Gene_93,Gene_48
Gene_93,Gene_49
Gene_93,Gene_50
Gene_93,Gene_51
Gene_93,Gene_52
Gene_93,Gene_53
Gene_93,Gene_54
Gene_93,Gene_55
Gene_93,Gene_56
Gene_93,Gene_57
Gene_93,Gene_58
Gene_93,Gene_59
Gene_93,Gene_60
Gene_93,Gene_61
Gene_93,Gene_62
Gene_93,Gene_63
Gene_93,Gene_64
Gene_93,Gene_65
Gene_93,Gene_66
Gene_93,Gene_67
Gene_93,Gene_68
Gene_93,Gene_70
Gene_93,Gene_71
Gene_93,Gene_72
Gene_93,Gene_73
Gene_93,Gene_74
Gene_93,Gene_75
Gene_93,Gene_76
Gene_93,Gene_77
Gene_93,Gene_78
Gene_93,Gene_79
Gene_93,Gene_80
Gene_93,Gene_81
Gene_93,Gene_82
Gene_93,Gene_83
Gene_93,Gene_84
Gene_93,Gene_85
Gene_93,Gene_86
Gene_93,Gene_87
Gene_93,Gene_88
Gene_93,Gene_90
Gene_93,Gene_91
Gene_93,Gene_92
Gene_93,Gene_93
Gene_93,Gene_94
Gene_93,Gene_95
Gene_93,Gene_96
Gene_93,Gene_97
Gene_93,Gene_98
Gene_93,Gene_99
