Gene1,Gene2
Gene_30,Gene_71
Gene_30,Gene_72
Gene_30,Gene_75
Gene_30,Gene_76
Gene_30,Gene_81
Gene_30,Gene_83
Gene_30,Gene_89
Gene_30,Gene_90
Gene_30,Gene_97
Gene_30,Gene_101
Gene_30,Gene_106
Gene_30,Gene_108
Gene_30,Gene_114
Gene_30,Gene_117
Gene_30,Gene_118
Gene_30,Gene_124
Gene_30,Gene_128
Gene_30,Gene_134
Gene_30,Gene_136
Gene_30,Gene_138
Gene_30,Gene_158
Gene_30,Gene_166
Gene_30,Gene_171
Gene_30,Gene_182
Gene_30,Gene_192
Gene_30,Gene_194
Gene_30,Gene_197
Gene_30,Gene_209
Gene_30,Gene_214
Gene_30,Gene_216
Gene_30,Gene_237
Gene_30,Gene_239
Gene_30,Gene_271
Gene_30,Gene_285
Gene_30,Gene_291
Gene_30,Gene_304
Gene_30,Gene_320
Gene_30,Gene_322
Gene_30,Gene_337
Gene_30,Gene_347
Gene_30,Gene_368
Gene_30,Gene_399
Gene_41,Gene_33
Gene_41,Gene_39
Gene_41,Gene_42
Gene_41,Gene_49
Gene_41,Gene_57
Gene_41,Gene_61
Gene_41,Gene_75
Gene_41,Gene_158
Gene_41,Gene_237
Gene_41,Gene_345
Gene_41,Gene_351
Gene_41,Gene_366
Gene_46,Gene_33
Gene_46,Gene_34
Gene_46,Gene_37
Gene_46,Gene_39
Gene_46,Gene_42
Gene_46,Gene_45
Gene_46,Gene_48
Gene_46,Gene_51
Gene_46,Gene_52
Gene_46,Gene_56
Gene_46,Gene_57
Gene_46,Gene_59
Gene_46,Gene_61
Gene_46,Gene_62
Gene_46,Gene_64
Gene_46,Gene_66
Gene_46,Gene_71
Gene_46,Gene_73
Gene_46,Gene_74
Gene_46,Gene_75
Gene_46,Gene_77
Gene_46,Gene_79
Gene_46,Gene_81
Gene_46,Gene_91
Gene_46,Gene_100
Gene_46,Gene_111
Gene_46,Gene_132
Gene_46,Gene_160
Gene_46,Gene_165
Gene_46,Gene_177
Gene_46,Gene_184
Gene_46,Gene_187
Gene_46,Gene_188
Gene_46,Gene_211
Gene_46,Gene_237
Gene_46,Gene_240
Gene_46,Gene_243
Gene_46,Gene_249
Gene_46,Gene_260
Gene_46,Gene_305
Gene_46,Gene_317
Gene_46,Gene_318
Gene_46,Gene_326
Gene_46,Gene_356
Gene_46,Gene_384
Gene_46,Gene_396
Gene_47,Gene_9
Gene_47,Gene_31
Gene_47,Gene_34
Gene_47,Gene_37
Gene_47,Gene_39
Gene_47,Gene_42
Gene_47,Gene_45
Gene_47,Gene_48
Gene_47,Gene_49
Gene_47,Gene_50
Gene_47,Gene_51
Gene_47,Gene_52
Gene_47,Gene_53
Gene_47,Gene_57
Gene_47,Gene_61
Gene_47,Gene_62
Gene_47,Gene_64
Gene_47,Gene_66
Gene_47,Gene_68
Gene_47,Gene_71
Gene_47,Gene_75
Gene_47,Gene_78
Gene_47,Gene_79
Gene_47,Gene_81
Gene_47,Gene_82
Gene_47,Gene_90
Gene_47,Gene_91
Gene_47,Gene_93
Gene_47,Gene_95
Gene_47,Gene_98
Gene_47,Gene_100
Gene_47,Gene_110
Gene_47,Gene_112
Gene_47,Gene_121
Gene_47,Gene_124
Gene_47,Gene_126
Gene_47,Gene_129
Gene_47,Gene_132
Gene_47,Gene_133
Gene_47,Gene_142
Gene_47,Gene_147
Gene_47,Gene_161
Gene_47,Gene_163
Gene_47,Gene_165
Gene_47,Gene_168
Gene_47,Gene_173
Gene_47,Gene_188
Gene_47,Gene_193
Gene_47,Gene_196
Gene_47,Gene_203
Gene_47,Gene_204
Gene_47,Gene_224
Gene_47,Gene_230
Gene_47,Gene_237
Gene_47,Gene_240
Gene_47,Gene_243
Gene_47,Gene_247
Gene_47,Gene_258
Gene_47,Gene_260
Gene_47,Gene_268
Gene_47,Gene_269
Gene_47,Gene_273
Gene_47,Gene_275
Gene_47,Gene_276
Gene_47,Gene_292
Gene_47,Gene_296
Gene_47,Gene_307
Gene_47,Gene_308
Gene_47,Gene_310
Gene_47,Gene_317
Gene_47,Gene_321
Gene_47,Gene_323
Gene_47,Gene_324
Gene_47,Gene_326
Gene_47,Gene_342
Gene_47,Gene_345
Gene_47,Gene_349
Gene_47,Gene_350
Gene_47,Gene_353
Gene_47,Gene_377
Gene_47,Gene_384
Gene_47,Gene_388
Gene_47,Gene_397
Gene_54,Gene_19
Gene_54,Gene_22
Gene_54,Gene_33
Gene_54,Gene_34
Gene_54,Gene_39
Gene_54,Gene_42
Gene_54,Gene_45
Gene_54,Gene_48
Gene_54,Gene_51
Gene_54,Gene_58
Gene_54,Gene_60
Gene_54,Gene_61
Gene_54,Gene_75
Gene_54,Gene_78
Gene_54,Gene_82
Gene_54,Gene_83
Gene_54,Gene_89
Gene_54,Gene_97
Gene_54,Gene_99
Gene_54,Gene_101
Gene_54,Gene_110
Gene_54,Gene_115
Gene_54,Gene_116
Gene_54,Gene_124
Gene_54,Gene_134
Gene_54,Gene_138
Gene_54,Gene_139
Gene_54,Gene_152
Gene_54,Gene_158
Gene_54,Gene_166
Gene_54,Gene_173
Gene_54,Gene_191
Gene_54,Gene_194
Gene_54,Gene_195
Gene_54,Gene_210
Gene_54,Gene_224
Gene_54,Gene_245
Gene_54,Gene_248
Gene_54,Gene_252
Gene_54,Gene_254
Gene_54,Gene_255
Gene_54,Gene_261
Gene_54,Gene_264
Gene_54,Gene_272
Gene_54,Gene_274
Gene_54,Gene_292
Gene_54,Gene_300
Gene_54,Gene_303
Gene_54,Gene_314
Gene_54,Gene_332
Gene_54,Gene_354
Gene_54,Gene_379
Gene_54,Gene_385
Gene_54,Gene_386
Gene_67,Gene_31
Gene_67,Gene_32
Gene_67,Gene_34
Gene_67,Gene_45
Gene_67,Gene_51
Gene_67,Gene_56
Gene_67,Gene_66
Gene_67,Gene_71
Gene_67,Gene_75
Gene_67,Gene_81
Gene_67,Gene_82
Gene_67,Gene_86
Gene_67,Gene_87
Gene_67,Gene_90
Gene_67,Gene_92
Gene_67,Gene_95
Gene_67,Gene_99
Gene_67,Gene_121
Gene_67,Gene_126
Gene_67,Gene_131
Gene_67,Gene_135
Gene_67,Gene_143
Gene_67,Gene_154
Gene_67,Gene_164
Gene_67,Gene_167
Gene_67,Gene_172
Gene_67,Gene_175
Gene_67,Gene_185
Gene_67,Gene_201
Gene_67,Gene_205
Gene_67,Gene_223
Gene_67,Gene_234
Gene_67,Gene_237
Gene_67,Gene_243
Gene_67,Gene_246
Gene_67,Gene_312
Gene_67,Gene_340
Gene_67,Gene_345
Gene_67,Gene_363
Gene_69,Gene_31
Gene_69,Gene_43
Gene_69,Gene_85
Gene_69,Gene_106
Gene_69,Gene_153
Gene_69,Gene_192
Gene_69,Gene_288
Gene_69,Gene_290
Gene_69,Gene_299
Gene_69,Gene_304
Gene_80,Gene_8
Gene_80,Gene_39
Gene_80,Gene_45
Gene_80,Gene_48
Gene_80,Gene_49
Gene_80,Gene_51
Gene_80,Gene_61
Gene_80,Gene_66
Gene_80,Gene_75
Gene_80,Gene_82
Gene_80,Gene_119
Gene_80,Gene_124
Gene_80,Gene_158
Gene_80,Gene_174
Gene_80,Gene_177
Gene_80,Gene_190
Gene_80,Gene_196
Gene_80,Gene_197
Gene_80,Gene_212
Gene_80,Gene_220
Gene_80,Gene_221
Gene_80,Gene_224
Gene_80,Gene_227
Gene_80,Gene_237
Gene_80,Gene_240
Gene_80,Gene_243
Gene_80,Gene_357
Gene_80,Gene_366
Gene_80,Gene_378
Gene_80,Gene_380
Gene_84,Gene_29
Gene_84,Gene_32
Gene_84,Gene_36
Gene_84,Gene_46
Gene_84,Gene_50
Gene_84,Gene_57
Gene_84,Gene_61
Gene_84,Gene_71
Gene_84,Gene_81
Gene_84,Gene_104
Gene_84,Gene_111
Gene_84,Gene_117
Gene_84,Gene_118
Gene_84,Gene_120
Gene_84,Gene_121
Gene_84,Gene_122
Gene_84,Gene_138
Gene_84,Gene_145
Gene_84,Gene_155
Gene_84,Gene_156
Gene_84,Gene_161
Gene_84,Gene_169
Gene_84,Gene_174
Gene_84,Gene_192
Gene_84,Gene_198
Gene_84,Gene_199
Gene_84,Gene_206
Gene_84,Gene_218
Gene_84,Gene_222
Gene_84,Gene_241
Gene_84,Gene_244
Gene_84,Gene_251
Gene_84,Gene_257
Gene_84,Gene_265
Gene_84,Gene_283
Gene_84,Gene_287
Gene_84,Gene_292
Gene_84,Gene_295
Gene_84,Gene_297
Gene_84,Gene_304
Gene_84,Gene_307
Gene_84,Gene_319
Gene_84,Gene_326
Gene_84,Gene_327
Gene_84,Gene_338
Gene_84,Gene_344
Gene_84,Gene_345
Gene_84,Gene_346
Gene_84,Gene_354
Gene_84,Gene_364
Gene_84,Gene_374
Gene_102,Gene_45
Gene_102,Gene_48
Gene_102,Gene_49
Gene_102,Gene_51
Gene_102,Gene_56
Gene_102,Gene_61
Gene_102,Gene_75
Gene_102,Gene_80
Gene_102,Gene_90
Gene_102,Gene_105
Gene_102,Gene_110
Gene_102,Gene_119
Gene_102,Gene_124
Gene_102,Gene_135
Gene_102,Gene_154
Gene_102,Gene_157
Gene_102,Gene_164
Gene_102,Gene_177
Gene_102,Gene_178
Gene_102,Gene_183
Gene_102,Gene_196
Gene_102,Gene_219
Gene_102,Gene_237
Gene_102,Gene_256
Gene_102,Gene_299
Gene_102,Gene_332
Gene_102,Gene_345
Gene_102,Gene_366
Gene_102,Gene_370
Gene_102,Gene_375
Gene_115,Gene_33
Gene_115,Gene_34
Gene_115,Gene_39
Gene_115,Gene_42
Gene_115,Gene_43
Gene_115,Gene_45
Gene_115,Gene_52
Gene_115,Gene_57
Gene_115,Gene_59
Gene_115,Gene_61
Gene_115,Gene_66
Gene_115,Gene_71
Gene_115,Gene_81
Gene_115,Gene_95
Gene_115,Gene_101
Gene_115,Gene_116
Gene_115,Gene_124
Gene_115,Gene_127
Gene_115,Gene_136
Gene_115,Gene_137
Gene_115,Gene_146
Gene_115,Gene_148
Gene_115,Gene_158
Gene_115,Gene_178
Gene_115,Gene_196
Gene_115,Gene_215
Gene_115,Gene_224
Gene_115,Gene_236
Gene_115,Gene_237
Gene_115,Gene_239
Gene_115,Gene_240
Gene_115,Gene_243
Gene_115,Gene_264
Gene_115,Gene_272
Gene_115,Gene_286
Gene_115,Gene_305
Gene_115,Gene_309
Gene_115,Gene_325
Gene_115,Gene_348
Gene_115,Gene_358
Gene_115,Gene_396
Gene_123,Gene_33
Gene_123,Gene_39
Gene_123,Gene_60
Gene_123,Gene_63
Gene_123,Gene_89
Gene_123,Gene_101
Gene_123,Gene_125
Gene_123,Gene_133
Gene_123,Gene_136
Gene_123,Gene_149
Gene_123,Gene_151
Gene_123,Gene_155
Gene_123,Gene_158
Gene_123,Gene_166
Gene_123,Gene_179
Gene_123,Gene_181
Gene_123,Gene_189
Gene_123,Gene_202
Gene_123,Gene_206
Gene_123,Gene_233
Gene_123,Gene_235
Gene_123,Gene_239
Gene_123,Gene_250
Gene_123,Gene_322
Gene_123,Gene_327
Gene_123,Gene_347
Gene_123,Gene_354
Gene_123,Gene_371
Gene_123,Gene_379
Gene_130,Gene_42
Gene_130,Gene_49
Gene_130,Gene_61
Gene_144,Gene_33
Gene_144,Gene_34
Gene_144,Gene_39
Gene_144,Gene_42
Gene_144,Gene_45
Gene_144,Gene_49
Gene_144,Gene_52
Gene_144,Gene_57
Gene_144,Gene_59
Gene_144,Gene_63
Gene_144,Gene_65
Gene_144,Gene_71
Gene_144,Gene_73
Gene_144,Gene_75
Gene_144,Gene_81
Gene_144,Gene_100
Gene_144,Gene_112
Gene_144,Gene_117
Gene_144,Gene_129
Gene_144,Gene_145
Gene_144,Gene_148
Gene_144,Gene_154
Gene_144,Gene_158
Gene_144,Gene_160
Gene_144,Gene_169
Gene_144,Gene_171
Gene_144,Gene_172
Gene_144,Gene_174
Gene_144,Gene_179
Gene_144,Gene_182
Gene_144,Gene_204
Gene_144,Gene_216
Gene_144,Gene_217
Gene_144,Gene_218
Gene_144,Gene_219
Gene_144,Gene_226
Gene_144,Gene_228
Gene_144,Gene_229
Gene_144,Gene_237
Gene_144,Gene_242
Gene_144,Gene_251
Gene_144,Gene_265
Gene_144,Gene_267
Gene_144,Gene_279
Gene_144,Gene_280
Gene_144,Gene_284
Gene_144,Gene_297
Gene_144,Gene_309
Gene_144,Gene_317
Gene_144,Gene_319
Gene_144,Gene_323
Gene_144,Gene_329
Gene_144,Gene_332
Gene_144,Gene_333
Gene_144,Gene_334
Gene_144,Gene_338
Gene_144,Gene_341
Gene_144,Gene_345
Gene_144,Gene_346
Gene_144,Gene_349
Gene_144,Gene_366
Gene_144,Gene_369
Gene_144,Gene_376
Gene_144,Gene_377
Gene_144,Gene_380
Gene_144,Gene_383
Gene_150,Gene_38
Gene_150,Gene_138
Gene_150,Gene_202
Gene_150,Gene_332
Gene_170,Gene_22
Gene_170,Gene_33
Gene_170,Gene_34
Gene_170,Gene_39
Gene_170,Gene_42
Gene_170,Gene_48
Gene_170,Gene_58
Gene_170,Gene_75
Gene_170,Gene_82
Gene_170,Gene_83
Gene_170,Gene_90
Gene_170,Gene_121
Gene_170,Gene_124
Gene_170,Gene_145
Gene_170,Gene_207
Gene_170,Gene_222
Gene_170,Gene_225
Gene_170,Gene_226
Gene_170,Gene_237
Gene_170,Gene_245
Gene_170,Gene_248
Gene_170,Gene_261
Gene_170,Gene_272
Gene_170,Gene_294
Gene_170,Gene_297
Gene_170,Gene_314
Gene_170,Gene_328
Gene_170,Gene_360
Gene_170,Gene_361
Gene_170,Gene_379
Gene_180,Gene_42
Gene_180,Gene_49
Gene_180,Gene_65
Gene_180,Gene_66
Gene_180,Gene_75
Gene_180,Gene_177
Gene_180,Gene_237
Gene_180,Gene_240
Gene_180,Gene_243
Gene_180,Gene_266
Gene_180,Gene_270
Gene_180,Gene_289
Gene_180,Gene_298
Gene_196,Gene_231
Gene_196,Gene_263
Gene_212,Gene_177
Gene_212,Gene_196
Gene_212,Gene_231
Gene_238,Gene_40
Gene_238,Gene_108
Gene_243,Gene_231
Gene_243,Gene_255
Gene_243,Gene_367
Gene_246,Gene_17
Gene_253,Gene_33
Gene_253,Gene_34
Gene_253,Gene_35
Gene_253,Gene_39
Gene_253,Gene_48
Gene_253,Gene_62
Gene_253,Gene_64
Gene_253,Gene_75
Gene_253,Gene_76
Gene_253,Gene_79
Gene_253,Gene_96
Gene_253,Gene_98
Gene_253,Gene_109
Gene_253,Gene_128
Gene_253,Gene_132
Gene_253,Gene_140
Gene_253,Gene_177
Gene_253,Gene_196
Gene_253,Gene_198
Gene_253,Gene_203
Gene_253,Gene_243
Gene_253,Gene_257
Gene_253,Gene_271
Gene_253,Gene_276
Gene_253,Gene_278
Gene_253,Gene_279
Gene_253,Gene_293
Gene_253,Gene_300
Gene_253,Gene_306
Gene_253,Gene_308
Gene_253,Gene_310
Gene_253,Gene_313
Gene_253,Gene_324
Gene_253,Gene_330
Gene_253,Gene_335
Gene_253,Gene_336
Gene_253,Gene_339
Gene_253,Gene_341
Gene_253,Gene_352
Gene_253,Gene_353
Gene_253,Gene_368
Gene_253,Gene_373
Gene_253,Gene_384
Gene_262,Gene_83
Gene_262,Gene_89
Gene_262,Gene_97
Gene_262,Gene_166
Gene_262,Gene_170
Gene_262,Gene_191
Gene_262,Gene_194
Gene_262,Gene_264
Gene_262,Gene_272
Gene_262,Gene_274
Gene_262,Gene_314
Gene_262,Gene_355
Gene_277,Gene_177
Gene_277,Gene_196
Gene_277,Gene_231
Gene_277,Gene_243
Gene_277,Gene_280
Gene_277,Gene_367
Gene_302,Gene_177
Gene_302,Gene_196
Gene_302,Gene_240
Gene_302,Gene_333
Gene_331,Gene_42
Gene_331,Gene_136
Gene_331,Gene_144
Gene_331,Gene_212
Gene_331,Gene_228
Gene_331,Gene_239
Gene_331,Gene_277
Gene_331,Gene_332
Gene_331,Gene_351
Gene_331,Gene_366
Gene_331,Gene_372
Gene_331,Gene_383
Gene_355,Gene_22
Gene_355,Gene_33
Gene_355,Gene_39
Gene_355,Gene_42
Gene_355,Gene_45
Gene_355,Gene_48
Gene_355,Gene_51
Gene_355,Gene_54
Gene_355,Gene_56
Gene_355,Gene_58
Gene_355,Gene_60
Gene_355,Gene_61
Gene_355,Gene_73
Gene_355,Gene_74
Gene_355,Gene_75
Gene_355,Gene_82
Gene_355,Gene_115
Gene_355,Gene_124
Gene_355,Gene_134
Gene_355,Gene_138
Gene_355,Gene_145
Gene_355,Gene_158
Gene_355,Gene_166
Gene_355,Gene_170
Gene_355,Gene_174
Gene_355,Gene_191
Gene_355,Gene_194
Gene_355,Gene_202
Gene_355,Gene_211
Gene_355,Gene_224
Gene_355,Gene_229
Gene_355,Gene_235
Gene_355,Gene_248
Gene_355,Gene_255
Gene_355,Gene_274
Gene_355,Gene_297
Gene_355,Gene_314
Gene_355,Gene_326
Gene_355,Gene_332
Gene_355,Gene_358
Gene_355,Gene_360
Gene_355,Gene_365
Gene_355,Gene_366
Gene_355,Gene_378
Gene_355,Gene_379
Gene_355,Gene_386
Gene_355,Gene_389
Gene_355,Gene_392
Gene_355,Gene_399
Gene_359,Gene_31
Gene_359,Gene_34
Gene_359,Gene_39
Gene_359,Gene_45
Gene_359,Gene_48
Gene_359,Gene_49
Gene_359,Gene_51
Gene_359,Gene_56
Gene_359,Gene_75
Gene_359,Gene_108
Gene_359,Gene_119
Gene_359,Gene_124
Gene_359,Gene_158
Gene_359,Gene_174
Gene_359,Gene_196
Gene_359,Gene_219
Gene_359,Gene_224
Gene_359,Gene_240
Gene_359,Gene_345
Gene_359,Gene_365
Gene_359,Gene_366
Gene_359,Gene_370
Gene_373,Gene_49
Gene_373,Gene_78
Gene_373,Gene_154
Gene_373,Gene_164
Gene_382,Gene_83
Gene_382,Gene_97
Gene_382,Gene_202
Gene_382,Gene_210
Gene_382,Gene_255
Gene_382,Gene_264
Gene_382,Gene_272
Gene_382,Gene_274
Gene_382,Gene_292
Gene_382,Gene_332
Gene_382,Gene_355
Gene_391,Gene_19
Gene_391,Gene_22
Gene_391,Gene_38
Gene_391,Gene_40
Gene_391,Gene_43
Gene_391,Gene_46
Gene_391,Gene_58
Gene_391,Gene_89
Gene_391,Gene_97
Gene_391,Gene_108
Gene_391,Gene_115
Gene_391,Gene_133
Gene_391,Gene_156
Gene_391,Gene_162
Gene_391,Gene_170
Gene_391,Gene_172
Gene_391,Gene_191
Gene_391,Gene_192
Gene_391,Gene_194
Gene_391,Gene_226
Gene_391,Gene_235
Gene_391,Gene_239
Gene_391,Gene_248
Gene_391,Gene_255
Gene_391,Gene_272
Gene_391,Gene_274
Gene_391,Gene_304
Gene_391,Gene_314
Gene_391,Gene_322
Gene_391,Gene_332
Gene_391,Gene_355
Gene_391,Gene_365
Gene_391,Gene_379
Gene_391,Gene_392
Gene_391,Gene_394
Gene_393,Gene_96
Gene_393,Gene_109
Gene_393,Gene_128
Gene_393,Gene_187
Gene_393,Gene_188
Gene_393,Gene_202
Gene_393,Gene_203
Gene_393,Gene_210
Gene_393,Gene_279
Gene_393,Gene_324
Gene_393,Gene_368
Gene_395,Gene_31
Gene_395,Gene_90
Gene_395,Gene_374
Gene_395,Gene_378
Gene_398,Gene_42
Gene_398,Gene_49
